pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag_x,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,date,open,high,low,close,volume,open_count,high_count,low_count,close_count,max_count,date_1d,open_1d,high_1d,low_1d,close_1d,volume_1d,sma200_1d,ichimoku-tenkan_1d,ichimoku-kinjun_1d,ichimoku-spanA_1d,ichimoku-spanB_1d,ichimoku-chiku_1d,close_sup_sma200_1d,date_4h,open_4h,high_4h,low_4h,close_4h,volume_4h,sma200_4h,close_sup_sma200_4h,volume_sma,ichimoku-tenkan,ichimoku-kinjun,ichimoku-spanA,ichimoku-spanB,ichimoku-chiku,ichimoku-spanA-futur,ichimoku-spanB-futur,ichimoku-futur,sma200,atr,stoploss_prices,kinjun_threshold,engulfing,last_candle_under_cloud,custom_sell_signal,custom_exit_signal,adx_range,is_hammer,is_bullish_engulfing,is_strong_bullish_candle,rsi,atr_strength,adx,close_sup_sma200,ichimoku-chiku-free,kinjun_flat,ichimoku-tenkan_sup_kinjun,tenkan_kinjun_increasing,kinjun_proximity,tenkan_proximity,proximity,volume_sup_avg,enter_tag_y,enter_long,timestamp,entry_type,is_loss
LTC/USDT,485.2477,485.2477,4.007,2022-03-23 03:00:00,2022-03-23 04:15:00+00:00,121.1,119.45379169885172,0.001,0.001,75,-0.015564634323857705,-7.56025571,stop_loss,115.04499999999999,-0.05,119.45379169885172,-0.013593792742760291,118.9,121.6,0,hammer_rebond,1.0,0,1648004400000,1648008900000,"[{'amount': 4.007, 'safe_price': 121.1, 'ft_order_side': 'buy', 'order_filled_timestamp': 1648004400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 485.7329476999999}, {'amount': 4.007, 'safe_price': 119.45379169885172, 'ft_order_side': 'sell', 'order_filled_timestamp': 1648008900000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 479.129994680636}]",0.0,2022-03-23 03:00:00,121.8,122.4,120.9,121.1,13225.861,15.0,15.0,15.0,15.0,15.0,2022-03-22 00:00:00+00:00,116.1,123.7,115.6,122.7,613158.765,,112.25,109.95,113.9,121.95,108.8,0,2022-03-22 20:00:00+00:00,120.9,123.4,120.9,122.7,60814.331,108.13600000000018,1,21159.5937,122.5,120.6,115.55,114.9,121.1,121.55,118.8,1,112.17200000000012,1.6104166022965702,119.45379169885172,120.4794,0,34,124.77083320459312,129.36955093544307,0,0,0,0,52.08977220275962,1.329823783894773,30.379388198190448,1,1,0,1,0,0.0041459369817578,0.0114285714285714,0,0,hammer_rebond,1.0,2022-03-23 03:00:00,hammer_rebond,1
BTC/USDT,395.3112439,395.3112439,0.00967,2022-03-16 20:00:00,2022-03-24 15:45:00+00:00,40880.17,43990.78,0.001,0.001,11265,0.07394089440686649,29.25889661,take_profit_1.5R,38836.161499999995,-0.05,38906.45872106781,-0.04828040780975695,40135.04,44000.0,0,hammer_rebond,1.0,0,1647460800000,1648136700000,"[{'amount': 0.00967, 'safe_price': 40880.17, 'ft_order_side': 'buy', 'order_filled_timestamp': 1647460800000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 395.70655514389995}, {'amount': 0.00967, 'safe_price': 43990.78, 'ft_order_side': 'sell', 'order_filled_timestamp': 1648136700000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 425.8162334425999}]",0.0,2022-03-16 20:00:00,39931.07,40950.0,39821.74,40880.17,5794.46188,15.0,,15.0,15.0,15.0,2022-03-15 00:00:00+00:00,39671.37,39887.61,38098.33,39280.33,46015.54926,,39874.53,39861.14,41158.095,,42158.85,0,2022-03-16 16:00:00+00:00,40611.67,40950.0,39311.53,40880.17,23724.79742,40206.29990000003,1,3976.83969,40253.065,40273.240000000005,38936.365000000005,38751.06,40880.17,40263.1525,39908.165,1,39429.292049999945,652.8964378643915,38906.45872106781,40232.96676,0,35,41568.94537572879,43344.80255003904,0,0,0,0,60.14796684561499,1.597098147743494,38.05658802331022,1,1,1,0,0,0.0084962123732782,0.0079992666396957,0,1,hammer_rebond,1.0,2022-03-16 20:00:00,hammer_rebond,0
BNB/USDT,179.3246,179.3246,0.413,2022-03-31 16:00:00,2022-03-31 16:25:00+00:00,434.2,426.7552253169534,0.001,0.001,25,-0.01910970168281212,-3.43026645,stop_loss,412.48999999999995,-0.05,426.7552253169534,-0.017145957353861374,425.8,434.7,0,hammer_rebond,1.0,0,1648742400000,1648743900000,"[{'amount': 0.413, 'safe_price': 434.2, 'ft_order_side': 'buy', 'order_filled_timestamp': 1648742400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 179.50392459999995}, {'amount': 0.413, 'safe_price': 426.7552253169534, 'ft_order_side': 'sell', 'order_filled_timestamp': 1648743900000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 176.42615796395762}]",0.0,2022-03-31 16:00:00,437.8,438.9,433.0,434.2,37124.943,15.0,15.0,,15.0,15.0,2022-03-30 00:00:00+00:00,434.2,449.3,425.5,442.1,768982.427,,422.05,404.4,379.325,414.75,404.3,0,2022-03-31 12:00:00+00:00,444.9,449.3,430.0,434.2,279894.883,394.74599999999936,1,38738.69195,439.65,441.15,434.5,433.55,434.2,440.4,438.9,1,423.69449999999983,4.769549366093194,426.7552253169534,440.70885,0,0,449.9390987321864,463.8129581251172,0,0,0,0,37.06620954131249,1.098468301725747,20.53177309624707,1,0,1,0,0,0.0157542785900487,0.0123962242693051,0,0,hammer_rebond,1.0,2022-03-31 16:00:00,hammer_rebond,1
LTC/USDT,495.9717,495.9717,4.003,2022-03-31 16:00:00,2022-04-01 02:50:00+00:00,123.9,119.86058936434726,0.001,0.001,650,-0.03453504706820168,-17.14553441,stop_loss,117.705,-0.05,119.86058936434726,-0.03260218430712469,119.2,125.4,0,hammer_rebond,1.0,0,1648742400000,1648781400000,"[{'amount': 4.003, 'safe_price': 123.9, 'ft_order_side': 'buy', 'order_filled_timestamp': 1648742400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 496.4676717}, {'amount': 4.003, 'safe_price': 119.86058936434726, 'ft_order_side': 'sell', 'order_filled_timestamp': 1648781400000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 480.2817411647075}]",0.0,2022-03-31 16:00:00,125.3,125.9,123.4,124.0,42419.655,15.0,15.0,15.0,,15.0,2022-03-30 00:00:00+00:00,130.0,134.1,125.8,131.1,469285.075,,124.85,115.15,109.95,121.95,104.6,0,2022-03-31 12:00:00+00:00,129.8,131.0,121.1,124.0,377197.431,112.65250000000012,1,39133.2659,126.05,127.6,130.125,129.55,124.0,126.825,127.6,0,126.80249999999992,1.9944212713054827,119.86058936434726,127.4724,0,0,131.58884254261096,137.37765299933722,0,0,0,0,26.593200486167067,1.608404251052809,28.276948679508436,0,0,1,0,0,0.0282131661442005,0.0162633875446251,0,1,hammer_rebond,1.0,2022-03-31 16:00:00,hammer_rebond,1
XRP/USDT,316.855,316.855,385.0,2022-03-31 16:00:00,2022-04-06 13:45:00+00:00,0.823,0.7715,0.001,0.001,8505,-0.06444891681829713,-20.4413825,stop_loss,0.7819,-0.05,0.7715,-0.06262262241167382,0.768,0.8519,0,hammer_rebond,1.0,0,1648742400000,1649252700000,"[{'amount': 385.0, 'safe_price': 0.823, 'ft_order_side': 'buy', 'order_filled_timestamp': 1648742400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 317.17185499999994}, {'amount': 385.0, 'safe_price': 0.7715, 'ft_order_side': 'sell', 'order_filled_timestamp': 1649252700000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 297.32452749999993}]",0.0,2022-03-31 16:00:00,0.8325,0.8349,0.8208,0.823,15952589.0,4.0,4.0,4.0,3.0,4.0,2022-03-30 00:00:00+00:00,0.8576,0.8718,0.8455,0.8613,201046259.0,,0.87355,0.8166500000000001,0.7409250000000001,0.73285,0.6931,0,2022-03-31 12:00:00+00:00,0.8674,0.8717,0.7794,0.823,155701877.0,0.7887349999999984,1,13966455.95,0.82655,0.82655,0.8629499999999999,0.88445,0.823,0.82655,0.8324499999999999,0,0.8493049999999991,0.0127592364896152,0.7714615817551924,0.82572345,0,0,0.8579684729792303,0.8957305041748511,0,0,0,0,23.297520807047725,1.5503325017758465,23.64461818217499,0,0,1,1,0,0.0042949609823967,0.0042949609823967,0,1,hammer_rebond,1.0,2022-03-31 16:00:00,hammer_rebond,1
BNB/USDT,168.7294,168.7294,0.382,2022-04-06 02:00:00,2022-04-06 13:45:00+00:00,441.7,429.10645337371835,0.001,0.001,705,-0.030452574568300698,-5.14338288,stop_loss,419.61499999999995,-0.05,429.10645337371835,-0.02851153866036138,428.0,444.4,0,hammer_rebond,1.0,0,1649210400000,1649252700000,"[{'amount': 0.382, 'safe_price': 441.7, 'ft_order_side': 'buy', 'order_filled_timestamp': 1649210400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 168.8981294}, {'amount': 0.382, 'safe_price': 429.10645337371835, 'ft_order_side': 'sell', 'order_filled_timestamp': 1649252700000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 164.08258385394913}]",0.0,2022-04-06 02:00:00,438.8,448.6,437.9,441.8,38806.139,15.0,15.0,15.0,15.0,15.0,2022-04-05 00:00:00+00:00,447.6,460.0,444.1,444.7,761168.725,,436.4,409.75,386.25,401.55,389.9,0,2022-04-05 20:00:00+00:00,450.6,451.5,444.1,444.7,81052.192,403.25799999999913,1,33981.275200000004,442.6,446.2,443.075,443.95,441.8,444.4,446.2,0,441.63450000000006,4.85749325256321,429.1064533737184,445.7538,0,0,455.9149865051264,468.24034828303263,0,0,0,0,37.31956313780604,1.0994778751840677,23.583881800853877,1,0,1,0,0,0.0165844912595248,0.008585630366019,0,1,hammer_rebond,1.0,2022-04-06 02:00:00,hammer_rebond,1
BTC/USDT,485.7803525,485.7803525,0.01075,2022-04-06 02:00:00,2022-04-06 14:00:00+00:00,45188.87,44123.082606449556,0.001,0.001,720,-0.02553605347170367,-12.41731797,stop_loss,42929.4265,-0.05,44123.082606449556,-0.023585174702320466,43845.94,45507.14,0,hammer_rebond,1.0,0,1649210400000,1649253600000,"[{'amount': 0.01075, 'safe_price': 45188.87, 'ft_order_side': 'buy', 'order_filled_timestamp': 1649210400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 486.26613285249994}, {'amount': 0.01075, 'safe_price': 44123.082606449556, 'ft_order_side': 'sell', 'order_filled_timestamp': 1649253600000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 474.79746115735196}]",0.0,2022-04-06 02:00:00,45005.88,45365.48,44963.13,45188.86,1677.29334,15.0,15.0,15.0,15.0,15.0,2022-04-05 00:00:00+00:00,46580.5,47200.0,45353.81,45497.55,42192.74852,,46194.92,42872.42,40569.32,39369.085,38468.35,0,2022-04-05 20:00:00+00:00,46032.49,46107.58,45353.81,45497.55,5149.63933,42411.03370000003,1,2195.7164435,45301.5,45806.0,46142.705,46281.055,45188.86,45553.75,45928.055,0,46533.17560000002,400.1867871008941,44123.08260644956,45760.194,0,0,46728.42857420179,47928.15693054327,0,0,0,0,32.552092276940385,0.8855872600036692,21.488663821382342,0,0,1,0,0,0.0174675806662883,0.0065256117347108,0,0,hammer_rebond,1.0,2022-04-06 02:00:00,hammer_rebond,1
XRP/USDT,467.06582,467.06582,652.6,2022-04-12 14:00:00,2022-04-12 19:05:00+00:00,0.7157,0.695,0.001,0.001,305,-0.030862947308385343,-14.42944282,stop_loss,0.68,-0.05,0.695,-0.029025279050894914,0.6942,0.716,0,hammer_rebond,1.0,0,1649772000000,1649790300000,"[{'amount': 652.6, 'safe_price': 0.7157, 'ft_order_side': 'buy', 'order_filled_timestamp': 1649772000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 467.53288582}, {'amount': 652.6, 'safe_price': 0.695, 'ft_order_side': 'sell', 'order_filled_timestamp': 1649790300000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 454.0105569999999}]",0.0,2022-04-12 14:00:00,0.7184,0.7209,0.7125,0.7156,17232218.0,4.0,4.0,4.0,4.0,4.0,2022-04-11 00:00:00+00:00,0.7543,0.7558,0.6802,0.6948,354459252.0,,0.76605,0.8051,0.759675,0.7345999999999999,0.5808,0,2022-04-12 08:00:00+00:00,0.7049,0.7137,0.7029,0.7118,31016383.0,0.8041194999999993,0,12590385.7,0.71075,0.70055,0.732075,0.7392000000000001,0.7156,0.70565,0.72665,0,0.7729984999999998,0.0085443844334508,0.6949266077832745,0.69984945,0,0,0.7437387688669018,0.7694274546416586,0,0,0,0,53.40904967855259,1.1940168297164466,44.36408950658138,0,0,0,1,1,0.0214831204053957,0.0068237776996131,0,1,hammer_rebond,1.0,2022-04-12 14:00:00,hammer_rebond,1
BTC/USDT,459.8529136,459.8529136,0.01136,2022-04-22 00:00:00,2022-04-22 15:40:00+00:00,40480.01,39469.32331637624,0.001,0.001,940,-0.02691566702318248,-12.38962515,stop_loss,38456.0095,-0.05,39469.32331637624,-0.024967550245757364,39455.07,40795.06,0,hammer_rebond,1.0,0,1650585600000,1650642000000,"[{'amount': 0.01136, 'safe_price': 40480.01, 'ft_order_side': 'buy', 'order_filled_timestamp': 1650585600000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 460.31276651359997}, {'amount': 0.01136, 'safe_price': 39469.32331637624, 'ft_order_side': 'sell', 'order_filled_timestamp': 1650642000000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 448.8198843869081}]",0.0,2022-04-22 00:00:00,40412.0,40561.63,40323.58,40480.01,1846.19985,,15.0,15.0,15.0,15.0,2022-04-21 00:00:00+00:00,41358.19,42976.0,39751.0,40480.01,59316.27657,,40756.255000000005,43363.175,41946.045,40071.64,30444.93,0,2022-04-21 20:00:00+00:00,41218.82,41309.67,39751.0,40480.01,12884.49963,43223.13940000001,0,2754.359862,41159.875,41363.5,41487.2675,41205.015,40480.01,41261.6875,41363.5,0,40693.12209999994,404.34936724751066,39469.32331637624,41322.1365,0,0,42172.19873449503,43449.20813133275,0,0,0,0,31.796443288884674,0.9988865300367036,28.144650492703256,0,0,1,0,0,0.0230033725385907,0.0181700017310548,0,0,hammer_rebond,1.0,2022-04-22 00:00:00,hammer_rebond,1
LTC/USDT,459.8808,459.8808,4.306,2022-04-22 00:00:00,2022-04-23 23:35:00+00:00,106.8,104.58316623124493,0.001,0.001,2855,-0.022713400218788572,-10.45590212,stop_loss,101.46,-0.05,104.58316623124493,-0.020756870493961244,104.4,108.7,0,hammer_rebond,1.0,0,1650585600000,1650756900000,"[{'amount': 4.306, 'safe_price': 106.8, 'ft_order_side': 'buy', 'order_filled_timestamp': 1650585600000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 460.3406807999999}, {'amount': 4.306, 'safe_price': 104.58316623124493, 'ft_order_side': 'sell', 'order_filled_timestamp': 1650756900000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 450.7854489055324}]",0.0,2022-04-22 00:00:00,107.0,107.1,106.6,106.8,8732.397,,15.0,15.0,15.0,15.0,2022-04-21 00:00:00+00:00,111.9,114.5,105.4,106.8,374445.22,,109.5,117.9,114.825,116.9,73.2,0,2022-04-21 20:00:00+00:00,109.3,109.4,105.4,106.8,82306.921,117.77600000000002,0,16908.474,109.75,109.95,112.35,111.85,106.8,109.85,109.95,0,110.9895000000002,1.2120675375101335,104.58316623124492,109.84005,0,0,112.37413507502028,116.28420981736228,0,0,0,0,27.61196248034869,1.1348946980431964,27.114309303588275,0,0,1,0,0,0.0286493860845839,0.026879271070615,0,0,hammer_rebond,1.0,2022-04-22 00:00:00,hammer_rebond,1
XRP/USDT,448.5888,448.5888,691.2,2022-04-26 21:00:00,2022-04-26 23:15:00+00:00,0.649,0.6305,0.001,0.001,135,-0.03044644107818222,-13.6715904,stop_loss,0.6166,-0.05,0.6305,-0.028519829130500995,0.6276,0.654,0,hammer_rebond,1.0,0,1651006800000,1651014900000,"[{'amount': 691.2, 'safe_price': 0.649, 'ft_order_side': 'buy', 'order_filled_timestamp': 1651006800000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 449.0373888}, {'amount': 691.2, 'safe_price': 0.6305, 'ft_order_side': 'sell', 'order_filled_timestamp': 1651014900000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 436.23740159999994}]",0.0,2022-04-26 21:00:00,0.646,0.6531,0.6375,0.6491,21530828.0,3.0,4.0,4.0,4.0,4.0,2022-04-25 00:00:00+00:00,0.698,0.6998,0.6451,0.6931,399434752.0,,0.7156,0.7594000000000001,0.8451000000000001,0.77575,0.4145,0,2022-04-26 16:00:00+00:00,0.6531,0.6595,0.6364,0.646,74318935.0,0.7791684999999995,0,15206035.9,0.6587000000000001,0.67145,0.670525,0.6809000000000001,0.6491,0.6650750000000001,0.67145,0,0.7242834999999994,0.0092731382113902,0.6304906308943049,0.67077855,0,0,0.6899962764227805,0.7155822826767166,0,0,0,0,29.824439691661496,1.4286147298398146,39.13707915105548,0,0,1,0,0,0.0379030456474792,0.0192804007894338,0,1,hammer_rebond,1.0,2022-04-26 21:00:00,hammer_rebond,1
ETH/USDT,441.833538,441.833538,0.1569,2022-04-27 01:00:00,2022-04-28 08:35:00+00:00,2816.02,2941.13,0.001,0.001,1895,0.04234118236084289,18.72646216,take_profit_1.5R,2675.219,-0.05,2743.8798009955153,-0.02561778645197288,2814.18,2942.71,0,hammer_rebond,1.0,0,1651021200000,1651134900000,"[{'amount': 0.1569, 'safe_price': 2816.02, 'ft_order_side': 'buy', 'order_filled_timestamp': 1651021200000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 442.275371538}, {'amount': 0.1569, 'safe_price': 2941.13, 'ft_order_side': 'sell', 'order_filled_timestamp': 1651134900000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 461.92476029700003}]",0.0,2022-04-27 01:00:00,2809.68,2825.75,2794.46,2816.03,20768.5265,15.0,2.0,15.0,13.0,15.0,2022-04-26 00:00:00+00:00,3006.63,3039.54,2767.0,2809.67,531184.3504,,2973.5,3173.67,3082.3475,2890.935,2043.19,0,2022-04-26 20:00:00+00:00,2838.92,2855.0,2767.0,2809.67,96482.842,3171.2124500000004,0,24646.03597,2826.4300000000003,2903.27,2923.385,2911.33,2816.03,2864.8500000000004,2903.27,0,2994.874700000002,35.172398008968855,2743.879800995516,2900.36673,0,0,2973.614796017938,3080.625220048294,0,0,0,0,28.644321385835635,1.2490065094821026,44.10149338950112,0,0,1,0,0,0.0322360648510128,0.0059262037269631,0,0,hammer_rebond,1.0,2022-04-27 01:00:00,hammer_rebond,0
LTC/USDT,441.7812,441.7812,4.476,2022-04-27 01:00:00,2022-04-28 18:00:00+00:00,98.7,104.2,0.001,0.001,2460,0.053615077931187353,23.7098196,take_profit_1.5R,93.765,-0.05,95.47996082070995,-0.0326245104284707,98.5,105.8,0,hammer_rebond,1.0,0,1651021200000,1651168800000,"[{'amount': 4.476, 'safe_price': 98.7, 'ft_order_side': 'buy', 'order_filled_timestamp': 1651021200000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 442.22298119999994}, {'amount': 4.476, 'safe_price': 104.2, 'ft_order_side': 'sell', 'order_filled_timestamp': 1651168800000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 466.86559919999996}]",0.0,2022-04-27 01:00:00,98.6,99.0,97.7,98.6,16501.531,15.0,,15.0,15.0,15.0,2022-04-26 00:00:00+00:00,104.6,105.4,96.3,98.6,370089.57,,105.4,112.9,120.725,116.9,71.7,0,2022-04-26 20:00:00+00:00,100.1,100.3,96.3,98.6,67872.263,115.69099999999992,0,17359.60935,98.9,100.85,102.425,102.45,98.6,99.875,100.95,0,107.41049999999996,1.254878358580093,95.47996082070996,100.74915,0,0,103.45975671716018,107.20703731543126,0,0,0,0,22.21120413300284,1.2726961040366054,45.2355566263927,0,0,1,0,0,0.0223103619236489,0.0030333670374116,0,0,hammer_rebond,1.0,2022-04-27 01:00:00,hammer_rebond,0
LTC/USDT,462.8052,462.8052,4.836,2022-05-01 03:00:00,2022-05-02 04:55:00+00:00,95.7,101.0,0.001,0.001,1555,0.05327274606271471,24.6795588,take_profit_1.5R,90.91499999999999,-0.05,92.64883493055592,-0.031882602606521204,95.7,101.3,0,hammer_rebond,1.0,0,1651374000000,1651467300000,"[{'amount': 4.836, 'safe_price': 95.7, 'ft_order_side': 'buy', 'order_filled_timestamp': 1651374000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 463.2680052}, {'amount': 4.836, 'safe_price': 101.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1651467300000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 488.92443599999996}]",0.0,2022-05-01 03:00:00,96.2,96.6,95.6,95.7,6592.83,15.0,15.0,15.0,15.0,15.0,2022-04-30 00:00:00+00:00,100.3,101.6,93.5,95.8,343937.913,,101.1,110.4,121.7,112.05,63.5,0,2022-04-30 20:00:00+00:00,99.6,99.9,93.5,95.8,149634.64,112.6314999999999,0,17606.140049999998,96.7,97.55,100.725,102.1,95.7,97.125,99.0,0,102.39199999999988,1.328330138888158,92.64883493055592,97.45245,0,0,101.65666027777633,105.76793151709008,0,0,0,0,28.95731925422027,1.3880147741778033,32.60698813378433,0,0,1,0,0,0.018964633521271,0.0103412616339193,0,0,hammer_rebond,1.0,2022-05-01 03:00:00,hammer_rebond,0
BNB/USDT,462.5664,462.5664,1.216,2022-05-01 03:00:00,2022-05-04 16:00:00+00:00,380.4,393.7,0.001,0.001,5100,0.03289533810038542,15.2314944,take_profit_1.5R,361.37999999999994,-0.05,372.93369905509,-0.019627499855178643,379.8,395.0,0,hammer_rebond,1.0,0,1651374000000,1651680000000,"[{'amount': 1.216, 'safe_price': 380.4, 'ft_order_side': 'buy', 'order_filled_timestamp': 1651374000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 463.02896639999994}, {'amount': 1.216, 'safe_price': 393.7, 'ft_order_side': 'sell', 'order_filled_timestamp': 1651680000000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 479.21793919999993}]",0.0,2022-05-01 03:00:00,382.5,383.8,379.9,380.4,21109.905,1.0,15.0,15.0,15.0,15.0,2022-04-30 00:00:00+00:00,393.0,399.9,376.3,377.1,574905.822,,395.1,418.15,420.65,389.6,303.0,0,2022-04-30 20:00:00+00:00,391.1,391.1,376.3,377.1,192829.899,419.0604999999993,0,29244.57420000001,383.75,387.7,397.2,399.6,380.4,385.725,393.1,0,397.5514999999999,3.6306018898199777,372.93369905509,387.3123,0,0,400.36120377964,411.1493947913384,0,0,0,0,32.20839319242934,0.9544169005835904,35.70391852777889,0,0,1,0,0,0.0188289914882641,0.0087296416938111,0,0,hammer_rebond,1.0,2022-05-01 03:00:00,hammer_rebond,0
BTC/USDT,482.4510012,482.4510012,0.01323,2022-05-05 21:00:00,2022-05-06 13:35:00+00:00,36466.44,35274.55410453356,0.001,0.001,995,-0.03461715827263717,-16.71778375,stop_loss,34643.118,-0.05,35274.55410453356,-0.03268445988877555,35258.0,36675.63,0,hammer_rebond,1.0,0,1651784400000,1651844100000,"[{'amount': 0.01323, 'safe_price': 36466.44, 'ft_order_side': 'buy', 'order_filled_timestamp': 1651784400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 482.9334522012}, {'amount': 0.01323, 'safe_price': 35274.55410453356, 'ft_order_side': 'sell', 'order_filled_timestamp': 1651844100000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 467.149033153782}]",0.0,2022-05-05 21:00:00,36316.01,36477.71,36132.85,36466.44,3130.2055,15.0,15.0,15.0,15.0,15.0,2022-05-04 00:00:00+00:00,37728.95,40023.77,37670.0,39690.0,62574.61736,,39091.845,40398.34,43862.995,41256.06,31734.22,0,2022-05-05 16:00:00+00:00,36909.67,37322.0,35571.9,36316.0,30960.91269,40941.59219999999,0,4093.0339895,37558.78,37797.835,38927.192500000005,38658.9,36466.44,37678.3075,37797.835,0,38728.01939999997,452.4041909328783,35274.55410453356,37760.037165,0,0,38702.64338186575,40101.21910502319,0,0,0,0,19.10569226956676,1.2406042128951391,50.410078375937125,0,0,1,0,0,0.0392039649889999,0.0330886679492783,0,0,hammer_rebond,1.0,2022-05-05 21:00:00,hammer_rebond,1
XRP/USDT,482.58559,482.58559,809.3,2022-05-05 21:00:00,2022-05-07 22:45:00+00:00,0.5963,0.5746,0.001,0.001,2985,-0.038316370867100366,-18.50941937,stop_loss,0.5665,-0.05,0.5746,-0.03651245751214338,0.5724,0.6164,0,hammer_rebond,1.0,0,1651784400000,1651963500000,"[{'amount': 809.3, 'safe_price': 0.5963, 'ft_order_side': 'buy', 'order_filled_timestamp': 1651784400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 483.06817558999995}, {'amount': 809.3, 'safe_price': 0.5746, 'ft_order_side': 'sell', 'order_filled_timestamp': 1651963500000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 465.48880377999996}]",0.0,2022-05-05 21:00:00,0.594,0.5964,0.5902,0.5964,12661295.0,3.0,4.0,4.0,4.0,4.0,2022-05-04 00:00:00+00:00,0.6047,0.65,0.6039,0.6459,345607731.0,,0.6364000000000001,0.6831,0.822825,0.77575,0.4187,0,2022-05-05 16:00:00+00:00,0.601,0.6054,0.5801,0.5939,121463010.0,0.7189164999999992,0,20032525.4,0.60935,0.6186499999999999,0.62535,0.62205,0.5964,0.6139999999999999,0.6186499999999999,0,0.6214199999999992,0.0088243568289819,0.574527621585509,0.6180313499999999,0,0,0.6362987136579639,0.6637811521560566,0,0,0,0,28.31408593231733,1.479603760728027,41.81553145924023,0,0,1,0,0,0.0398448234058028,0.0251907770575202,0,0,hammer_rebond,1.0,2022-05-05 21:00:00,hammer_rebond,1
