pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag_x,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,date,open,high,low,close,volume,open_count,high_count,low_count,close_count,max_count,date_1d,open_1d,high_1d,low_1d,close_1d,volume_1d,sma200_1d,ichimoku-tenkan_1d,ichimoku-kinjun_1d,ichimoku-spanA_1d,ichimoku-spanB_1d,ichimoku-chiku_1d,close_sup_sma200_1d,date_4h,open_4h,high_4h,low_4h,close_4h,volume_4h,sma200_4h,close_sup_sma200_4h,volume_sma,ichimoku-tenkan,ichimoku-kinjun,ichimoku-spanA,ichimoku-spanB,ichimoku-chiku,ichimoku-spanA-futur,ichimoku-spanB-futur,ichimoku-futur,sma200,atr,stoploss_prices,kinjun_threshold,engulfing,last_candle_under_cloud,custom_sell_signal,custom_exit_signal,adx_range,is_hammer,is_bullish_engulfing,is_strong_bullish_candle,rsi,atr_strength,adx,close_sup_sma200,ichimoku-chiku-free,kinjun_flat,ichimoku-tenkan_sup_kinjun,tenkan_kinjun_increasing,kinjun_proximity,tenkan_proximity,proximity,volume_sup_avg,enter_tag_y,enter_long,timestamp,entry_type,is_loss
LTC/USDT,324.4945,324.4945,4.51,2023-12-23 08:00:00,2023-12-24 22:15:00+00:00,71.95,70.21709901368341,0.001,0.001,2295,-0.026034675321304216,-8.45655706,stop_loss,68.3525,-0.05,70.21709901368341,-0.024084794806345955,70.0,72.95,0,hammer_rebond,1.0,0,1703318400000,1703456100000,"[{'amount': 4.51, 'safe_price': 71.95, 'ft_order_side': 'buy', 'order_filled_timestamp': 1703318400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 324.8189945}, {'amount': 4.51, 'safe_price': 70.21709901368341, 'ft_order_side': 'sell', 'order_filled_timestamp': 1703456100000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 316.99579566826384}]",0.0,2023-12-23 08:00:00,71.7,71.96,71.56,71.94,16106.242,15.0,15.0,15.0,15.0,15.0,2023-12-22 00:00:00+00:00,70.93,73.78,70.31,73.58,539144.649,75.23980000000007,71.025,73.67,69.88250000000001,68.245,69.46,0,2023-12-23 04:00:00+00:00,71.67,72.52,70.7,71.94,123305.414,71.69784999999985,1,26844.3889,72.39500000000001,72.2,70.78999999999999,70.405,71.94,72.29750000000001,71.77000000000001,1,71.33004999999984,0.6830019726331693,70.21709901368341,72.12780000000001,0,34,73.66350394526636,75.82135677571708,0,0,0,0,49.01892355982236,0.9494050217308444,21.840449654082867,1,1,1,1,0,0.0069252077562326,0.0096001105048692,0,0,hammer_rebond,1.0,2023-12-23 08:00:00,hammer_rebond,1
XRP/USDT,75.12813,75.12813,122.1,2023-12-20 22:00:00,2023-12-25 09:35:00+00:00,0.6153,0.6387,0.001,0.001,6455,0.03595624268466785,2.7040266,take_profit_1.5R,0.5846,-0.05,0.6028,-0.02045627603615019,0.6035,0.6455,0,hammer_rebond,1.0,0,1703109600000,1703496900000,"[{'amount': 122.1, 'safe_price': 0.6153, 'ft_order_side': 'buy', 'order_filled_timestamp': 1703109600000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 75.20325812999998}, {'amount': 122.1, 'safe_price': 0.6387, 'ft_order_side': 'sell', 'order_filled_timestamp': 1703496900000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 78.06325526999998}]",0.0,2023-12-20 22:00:00,0.6162,0.6187,0.6138,0.6153,9356181.0,4.0,4.0,4.0,4.0,4.0,2023-12-19 00:00:00+00:00,0.6125,0.6167,0.5972,0.6047,309456484.0,0.5697134999999993,0.6203,0.6389,0.629,0.61145,0.5763,1,2023-12-20 16:00:00+00:00,0.6219,0.6264,0.6168,0.6209,58432790.0,0.6200879999999986,1,16916077.45,0.6165499999999999,0.6136999999999999,0.6055999999999999,0.5999,0.6153,0.6151249999999999,0.6117999999999999,1,0.6162459999999975,0.0055466932900864,0.6027132533549567,0.6130862999999999,0,28,0.6262183865801727,0.6431071946389267,0,0,0,0,52.06962371374566,0.9014616106105016,23.71154506851807,0,1,1,1,0,0.0026071370376406,0.0020274105911928,1,0,hammer_rebond,1.0,2023-12-20 22:00:00,hammer_rebond,0
BNB/USDT,124.9248,124.9248,0.429,2023-12-26 13:00:00,2023-12-28 13:30:00+00:00,291.2,337.7,0.001,0.001,2910,0.1573670148532786,19.6787019,take_profit_1.5R,276.64,-0.05,261.2465264436093,-0.10286220314694605,285.0,338.1,0,hammer_rebond,1.0,0,1703595600000,1703770200000,"[{'amount': 0.429, 'safe_price': 291.2, 'ft_order_side': 'buy', 'order_filled_timestamp': 1703595600000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 125.04972479999998}, {'amount': 0.429, 'safe_price': 337.7, 'ft_order_side': 'sell', 'order_filled_timestamp': 1703770200000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 145.01817329999997}]",0.0,2023-12-26 13:00:00,290.1,293.3,287.5,291.2,143085.262,15.0,15.0,1.0,15.0,15.0,2023-12-25 00:00:00+00:00,264.4,268.2,261.5,266.9,469743.423,231.83049999999992,254.25,250.65,247.2,236.95,317.2,1,2023-12-26 08:00:00+00:00,273.0,290.2,272.6,290.2,790882.927,242.57399999999947,1,67134.14655,278.65,278.5,265.725,267.2,291.2,278.575,277.4,1,261.9575000000017,4.650547112781372,261.2465264436093,278.2215,0,6,287.8760942255627,299.83563829959195,0,0,0,0,75.34023382097163,1.5970285414771197,29.92427791792499,1,1,0,1,1,0.0416517055655297,0.0410909743405707,0,1,hammer_rebond,1.0,2023-12-26 13:00:00,hammer_rebond,0
ETH/USDT,144.36162,144.36162,0.0612,2023-12-28 16:00:00,2023-12-29 01:00:00+00:00,2358.85,2326.958553328185,0.001,0.001,540,-0.015490902140553204,-2.23852802,stop_loss,2240.9075,-0.05,2326.958553328185,-0.013519912954115254,2319.95,2382.45,0,hammer_rebond,1.0,0,1703779200000,1703811600000,"[{'amount': 0.0612, 'safe_price': 2358.85, 'ft_order_side': 'buy', 'order_filled_timestamp': 1703779200000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 144.50598161999997}, {'amount': 0.0612, 'safe_price': 2326.958553328185, 'ft_order_side': 'sell', 'order_filled_timestamp': 1703811600000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 142.5522733271486}]",0.0,2023-12-28 16:00:00,2370.58,2379.14,2352.23,2358.85,31807.6079,15.0,15.0,15.0,15.0,15.0,2023-12-27 00:00:00+00:00,2230.88,2392.44,2211.88,2378.35,541537.3574,1849.2281500000008,2263.995,2244.625,2026.5275,1828.995,2314.2,1,2023-12-28 12:00:00+00:00,2401.46,2413.0,2345.0,2358.85,149313.6219,2214.6276000000025,1,26520.8925,2379.0,2368.15,2249.34,2241.625,2358.85,2373.575,2312.125,1,2277.6212000000014,26.70289334362942,2326.958553328185,2365.7818500000003,0,30,2426.980786687259,2503.482310311851,0,0,0,0,48.92682566962082,1.132030156374056,38.43279370301512,1,1,0,1,0,0.0039271161032874,0.0084699453551912,0,1,hammer_rebond,1.0,2023-12-28 16:00:00,hammer_rebond,1
BTC/USDT,244.9724103,244.9724103,0.00579,2023-12-11 04:00:00,2024-01-02 08:20:00+00:00,42309.57,45727.33,0.001,0.001,31940,0.07862043276424796,19.27909675,take_profit_1.5R,40194.091499999995,-0.05,40120.58681973313,-0.051737306246952386,40222.0,45849.84,0,hammer_rebond,1.0,0,1702267200000,1704183600000,"[{'amount': 0.00579, 'safe_price': 42309.57, 'ft_order_side': 'buy', 'order_filled_timestamp': 1702267200000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 245.21738271029997}, {'amount': 0.00579, 'safe_price': 45727.33, 'ft_order_side': 'sell', 'order_filled_timestamp': 1704183600000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 265.0260019407}]",0.0,2023-12-11 04:00:00,41952.99,42550.0,41875.94,42309.58,3725.91629,15.0,,15.0,15.0,15.0,2023-12-10 00:00:00+00:00,43713.59,44049.0,43563.0,43789.51,18956.61758,30253.86229999994,41670.805,40030.0,34761.4575,31981.35,44145.11,1,2023-12-11 00:00:00+00:00,43789.5,43804.5,40400.0,42309.58,18908.6688,38501.84545,1,1661.7992355,42223.0,42224.5,43902.8975,43890.55,42309.58,42223.75,42379.01,0,42731.30154999991,397.2263605337327,40120.58681973313,42182.2755,0,0,43173.46272106746,44258.66732595086,0,0,0,0,25.59758134095246,0.9388567802699356,22.619944769142933,0,0,1,0,0,0.0064301531101612,0.0063948558842337,0,1,hammer_rebond,1.0,2023-12-11 04:00:00,hammer_rebond,0
XRP/USDT,273.4742,273.4742,441.8,2023-12-26 19:00:00,2024-01-03 12:05:00+00:00,0.619,0.5949,0.001,0.001,11105,-0.04085397639517187,-11.18368102,stop_loss,0.5881,-0.05,0.5949,-0.039031362878587994,0.5259,0.6584,0,hammer_rebond,1.0,0,1703617200000,1704283500000,"[{'amount': 441.8, 'safe_price': 0.619, 'ft_order_side': 'buy', 'order_filled_timestamp': 1703617200000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 273.74767419999995}, {'amount': 441.8, 'safe_price': 0.5949, 'ft_order_side': 'sell', 'order_filled_timestamp': 1704283500000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 263.08964682}]",0.0,2023-12-26 19:00:00,0.6144,0.6197,0.6105,0.619,18452665.0,4.0,4.0,4.0,3.0,4.0,2023-12-25 00:00:00+00:00,0.6122,0.6488,0.6082,0.6462,501529244.0,0.5727524999999993,0.6133,0.6389,0.6331249999999999,0.61145,0.5534,1,2023-12-26 12:00:00+00:00,0.6242,0.6315,0.6185,0.62,79221309.0,0.6224134999999985,0,19923284.15,0.61575,0.62385,0.629275,0.62615,0.619,0.6198,0.6244000000000001,0,0.6177269999999975,0.0079208272436919,0.594839586378154,0.62322615,0,0,0.640241654487384,0.6635121466968029,0,0,0,0,42.56712096510177,1.2796166791101715,27.723664615905964,1,0,1,0,0,0.0151478720846358,0.0021924482338612,1,0,hammer_rebond,1.0,2023-12-26 19:00:00,hammer_rebond,1
BTC/USDT,263.256986,263.256986,0.00619,2024-01-03 14:00:00,2024-01-08 18:05:00+00:00,42529.4,45962.2,0.001,0.001,7445,0.07855665570671089,20.701269,take_profit_1.5R,40402.93,-0.05,40369.710599743914,-0.05078109261489905,42000.0,46104.83,0,hammer_rebond,1.0,0,1704290400000,1704737100000,"[{'amount': 0.00619, 'safe_price': 42529.4, 'ft_order_side': 'buy', 'order_filled_timestamp': 1704290400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 263.520242986}, {'amount': 0.00619, 'safe_price': 45962.2, 'ft_order_side': 'sell', 'order_filled_timestamp': 1704737100000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 284.7905240179999}]",0.0,2024-01-03 14:00:00,42789.39,42820.92,42310.0,42529.4,5587.0456,15.0,15.0,,15.0,15.0,2024-01-02 00:00:00+00:00,44179.55,45879.63,44148.34,44946.91,65146.40661,32119.43634999994,43589.815,43050.815,40319.0,36278.66,42031.06,1,2024-01-03 08:00:00+00:00,45011.77,45500.0,43500.0,43702.88,13237.52778,42586.384250000025,1,2961.538823,43125.0,43275.0,44865.305,43967.815,42529.4,43200.0,43314.815,0,43043.79310000004,597.5788005121766,40369.71059974392,43231.725,0,0,44509.972601024354,46336.039310450185,0,0,0,0,23.348545900203245,1.405095770248761,32.72071314322159,0,0,1,0,0,0.0172293471981513,0.0138110144927535,0,1,hammer_rebond,1.0,2024-01-03 14:00:00,hammer_rebond,0
ETH/USDT,204.58868,204.58868,0.092,2024-01-03 14:00:00,2024-01-10 15:40:00+00:00,2223.79,2448.61,0.001,0.001,10180,0.09889768023404742,20.2535792,take_profit_1.5R,2112.6005,-0.05,2078.554623229117,-0.06530984345234159,2166.38,2456.0,0,hammer_rebond,1.0,0,1704290400000,1704901200000,"[{'amount': 0.092, 'safe_price': 2223.79, 'ft_order_side': 'buy', 'order_filled_timestamp': 1704290400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 204.79326867999995}, {'amount': 0.092, 'safe_price': 2448.61, 'ft_order_side': 'sell', 'order_filled_timestamp': 1704901200000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 225.49739211999997}]",0.0,2024-01-03 14:00:00,2248.55,2248.8,2206.96,2223.79,65271.6267,15.0,15.0,15.0,15.0,15.0,2024-01-02 00:00:00+00:00,2352.05,2431.3,2341.0,2355.34,458041.6642,1867.493150000001,2312.125,2281.2,2172.2275,1962.205,2256.9,1,2024-01-03 08:00:00+00:00,2361.65,2385.45,2294.01,2307.68,108706.848,2263.1108500000023,1,27995.53987,2242.725,2252.34,2382.2275,2345.09,2223.79,2247.5325000000003,2265.65,0,2318.8307000000023,34.490753541766004,2078.554623229117,2250.08766,0,0,2334.631507083532,2435.277134455663,0,0,0,0,20.172779294382877,1.5509896861558872,25.0673115732258,0,0,1,0,0,0.0126757061544883,0.0084428541172011,0,1,hammer_rebond,1.0,2024-01-03 14:00:00,hammer_rebond,0
BTC/USDT,354.24366,354.24366,0.00771,2024-01-10 22:00:00,2024-01-11 14:45:00+00:00,45946.0,48524.09,0.001,0.001,1005,0.05400119208928095,19.14870951,take_profit_1.5R,43648.7,-0.05,44335.752627788934,-0.03504651922280644,45618.1,48899.9,0,hammer_rebond,1.0,0,1704924000000,1704984300000,"[{'amount': 0.00771, 'safe_price': 45946.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1704924000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 354.59790365999993}, {'amount': 0.00771, 'safe_price': 48524.09, 'ft_order_side': 'sell', 'order_filled_timestamp': 1704984300000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 374.49485463389993}]",0.0,2024-01-10 22:00:00,46127.0,46301.04,45080.0,45946.0,8142.82709,,15.0,,,15.0,2024-01-09 00:00:00+00:00,46951.04,47972.0,44748.67,46110.0,69927.66617,32687.052399999942,44361.0,44257.465,41313.5025,38766.17,42582.88,1,2024-01-10 16:00:00+00:00,45546.39,46666.0,45173.97,46489.18,17808.51212,43272.84675000005,1,3453.4386615000003,45483.18,46136.18,46300.05,45211.995,45946.0,45809.68,46136.18,0,44546.02359999999,749.2947444221365,44335.75262778893,46090.04382,0,0,47634.76948884427,49701.21323919612,0,0,0,0,50.67382025163889,1.630816054546939,43.87158381924578,1,0,1,0,0,0.0041221444861711,0.0101756297602762,0,1,hammer_rebond,1.0,2024-01-10 22:00:00,hammer_rebond,0
BTC/USDT,364.0811174,364.0811174,0.00851,2024-01-13 00:00:00,2024-01-18 19:55:00+00:00,42782.74,41080.25348108853,0.001,0.001,8395,-0.041712264043654856,-15.20183435,stop_loss,40643.602999999996,-0.05,41080.25348108853,-0.03979377007904272,40831.99,43578.01,0,hammer_rebond,1.0,0,1705104000000,1705607700000,"[{'amount': 0.00851, 'safe_price': 42782.74, 'ft_order_side': 'buy', 'order_filled_timestamp': 1705104000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 364.44519851739994}, {'amount': 0.00851, 'safe_price': 41080.25348108853, 'ft_order_side': 'sell', 'order_filled_timestamp': 1705607700000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 349.94255008118745}]",0.0,2024-01-13 00:00:00,42509.99,42958.0,42481.1,42782.73,3706.69454,15.0,,15.0,15.0,15.0,2024-01-12 00:00:00+00:00,46339.16,46515.53,41500.0,42782.73,86327.93707,32909.64139999995,45234.740000000005,44756.205,41228.0075,39045.475,44349.6,1,2024-01-12 20:00:00+00:00,43472.56,43981.1,41500.0,42782.73,22561.26582,43391.12690000005,0,4047.524853,43479.64,44007.765,47086.255000000005,46634.92,42782.73,43743.7025,45234.740000000005,0,45034.57929999997,673.4930378229301,41080.25348108853,43963.757235,0,0,46581.72607564586,48677.81789596963,0,0,0,0,25.04843241097077,1.574217068015365,34.42864302975989,0,0,1,0,0,0.0340343346225376,0.0223012426045846,0,0,hammer_rebond,1.0,2024-01-13 00:00:00,hammer_rebond,1
XRP/USDT,356.51235,356.51235,673.3,2024-01-22 21:00:00,2024-01-23 08:45:00+00:00,0.5295,0.5131,0.001,0.001,705,-0.032908734325164925,-11.74410258,stop_loss,0.5031,-0.05,0.5131,-0.030977896299189456,0.5115,0.5325,0,hammer_rebond,1.0,0,1705957200000,1705999500000,"[{'amount': 673.3, 'safe_price': 0.5295, 'ft_order_side': 'buy', 'order_filled_timestamp': 1705957200000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 356.8688623499999}, {'amount': 673.3, 'safe_price': 0.5131, 'ft_order_side': 'sell', 'order_filled_timestamp': 1705999500000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 345.81570022999995}]",0.0,2024-01-22 21:00:00,0.5256,0.5318,0.5254,0.5295,11698715.0,4.0,4.0,4.0,4.0,4.0,2024-01-21 00:00:00+00:00,0.5534,0.5552,0.5451,0.5464,115018674.0,0.5857534999999997,0.5573999999999999,0.5791999999999999,0.6261,0.66125,0.5643,0,2024-01-22 16:00:00+00:00,0.5287,0.5356,0.5169,0.5256,64879109.0,0.5921624999999987,0,14986101.15,0.52625,0.5343,0.55105,0.5384,0.5295,0.530275,0.53605,0,0.5598904999999982,0.0055379921808418,0.5130972039095791,0.5337657,0,0,0.5471259843616838,0.5634084194353025,0,0,0,0,39.81718735866872,1.0458908745688171,51.906117219977766,0,0,0,0,0,0.0162829870859068,0.0012351543942993,1,0,hammer_rebond,1.0,2024-01-22 21:00:00,hammer_rebond,1
XRP/USDT,346.71704,346.71704,684.4,2024-01-23 11:00:00,2024-01-23 14:10:00+00:00,0.5066,0.4972,0.001,0.001,190,-0.020516001960928926,-7.12036072,stop_loss,0.4813,-0.05,0.4972,-0.01865645234823199,0.4962,0.5082,0,hammer_rebond,1.0,0,1706007600000,1706019000000,"[{'amount': 684.4, 'safe_price': 0.5066, 'ft_order_side': 'buy', 'order_filled_timestamp': 1706007600000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 347.06375704}, {'amount': 684.4, 'safe_price': 0.4972, 'ft_order_side': 'sell', 'order_filled_timestamp': 1706019000000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 340.6239636799999}]",0.0,2024-01-23 11:00:00,0.5072,0.5111,0.5062,0.5067,21799596.0,4.0,4.0,4.0,4.0,4.0,2024-01-22 00:00:00+00:00,0.5464,0.5497,0.5169,0.5275,340622198.0,0.5860799999999997,0.55505,0.5791999999999999,0.63095,0.66125,0.5496,0,2024-01-23 04:00:00+00:00,0.53,0.5318,0.5206,0.5225,54663156.0,0.5907629999999987,0,17590268.95,0.5164500000000001,0.5195000000000001,0.5432250000000001,0.5446500000000001,0.5067,0.5179750000000001,0.52805,0,0.5558894999999979,0.0058983175192287,0.4971486412403857,0.5189805000000001,0,0,0.5398466350384574,0.5579255558727699,0,0,0,0,20.89571691341425,1.164065032411427,58.49479110809427,0,0,1,0,0,0.0246390760346487,0.0188788846935812,0,1,hammer_rebond,1.0,2024-01-23 11:00:00,hammer_rebond,1
BNB/USDT,245.8736,245.8736,0.812,2024-01-10 22:00:00,2024-02-12 19:10:00+00:00,302.8,327.0,0.001,0.001,47350,0.07776305596649058,19.1390024,take_profit_1.5R,287.66,-0.05,287.46484143330576,-0.05064451310004703,287.5,327.1,0,hammer_rebond,1.0,0,1704924000000,1707765000000,"[{'amount': 0.812, 'safe_price': 302.8, 'ft_order_side': 'buy', 'order_filled_timestamp': 1704924000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 246.11947360000002}, {'amount': 0.812, 'safe_price': 327.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1707765000000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 265.789524}]",0.0,2024-01-10 22:00:00,295.9,303.0,294.8,302.8,109686.6,15.0,,15.0,15.0,15.0,2024-01-09 00:00:00+00:00,303.6,306.8,295.7,301.1,1401490.155,237.06749999999985,312.15,285.15,244.925,245.55,304.7,1,2024-01-10 16:00:00+00:00,294.7,298.2,293.1,298.0,154301.502,279.8379999999992,1,39269.49815,296.5,295.9,302.0,299.05,302.8,296.2,298.45000000000005,0,308.4505000000012,3.910317133388498,287.46484143330576,295.6041,1,1,306.27063426677705,316.3517076413227,0,0,1,0,57.996069798520665,1.2913861074598738,32.09269173700464,0,1,1,1,1,0.0,0.0020236087689714,1,1,hammer_rebond,1.0,2024-01-10 22:00:00,hammer_rebond,0
ETH/USDT,356.54205,356.54205,0.1354,2024-02-13 15:00:00,2024-02-13 17:10:00+00:00,2633.25,2592.4406352372866,0.001,0.001,130,-0.01746475508406254,-6.2331465,stop_loss,2501.5875,-0.05,2592.4406352372866,-0.015497717559180946,2592.37,2643.26,0,hammer_rebond,1.0,0,1707836400000,1707844200000,"[{'amount': 0.1354, 'safe_price': 2633.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1707836400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 356.89859204999993}, {'amount': 0.1354, 'safe_price': 2592.4406352372866, 'ft_order_side': 'sell', 'order_filled_timestamp': 1707844200000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 351.36747847313967}]",0.0,2024-02-13 15:00:00,2643.61,2654.66,2590.0,2633.26,74440.7723,15.0,15.0,,15.0,15.0,2024-02-12 00:00:00+00:00,2507.22,2665.58,2472.0,2659.99,449501.776,1971.5904500000013,2465.79,2416.825,2440.355,2351.55,3905.21,1,2024-02-13 08:00:00+00:00,2648.64,2686.06,2647.07,2681.75,72813.2591,2407.005400000003,1,21971.42865,2638.06,2584.5950000000003,2495.4525,2505.6000000000004,2633.26,2611.3275000000003,2579.06,1,2457.4503000000022,26.674729525426446,2592.440635237286,2582.0104050000004,0,25,2664.6769590508534,2734.8439282138347,0,0,0,0,52.3108356639364,1.012992622279093,42.21817189687737,1,1,0,1,0,0.0188288687395897,0.0018195188888803,1,1,hammer_rebond,1.0,2024-02-13 15:00:00,hammer_rebond,1
XRP/USDT,247.962,247.962,486.2,2024-01-31 17:00:00,2024-02-15 03:20:00+00:00,0.51,0.5574,0.001,0.001,20780,0.09075747781630135,22.52691012,take_profit_1.5R,0.4845,-0.05,0.4815,-0.056004311021175535,0.49,0.559,0,hammer_rebond,1.0,0,1706720400000,1707967200000,"[{'amount': 486.2, 'safe_price': 0.51, 'ft_order_side': 'buy', 'order_filled_timestamp': 1706720400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 248.20996199999996}, {'amount': 486.2, 'safe_price': 0.5574, 'ft_order_side': 'sell', 'order_filled_timestamp': 1707967200000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 271.27888787999996}]",0.0,2024-01-31 17:00:00,0.5086,0.511,0.5073,0.51,17939454.0,4.0,3.0,4.0,2.0,4.0,2024-01-30 00:00:00+00:00,0.5351,0.5393,0.5071,0.5107,551143127.0,0.5851709999999999,0.52295,0.5601,0.582475,0.6,0.5425,0,2024-01-31 12:00:00+00:00,0.5071,0.51,0.4853,0.5086,178423431.0,0.565007499999999,0,25624549.55,0.4988,0.5072,0.52945,0.52965,0.51,0.503,0.51265,0,0.521028999999998,0.005783197241599,0.4814378013792005,0.5066927999999999,0,0,0.5242163944831981,0.5423672159163027,0,0,0,0,44.47715453910428,1.1339602434507965,54.78953045065284,0,0,1,0,0,0.0027602523659307,0.0196471531676023,1,0,hammer_rebond,1.0,2024-01-31 17:00:00,hammer_rebond,0
ETH/USDT,364.583989,364.583989,0.1309,2024-02-16 17:00:00,2024-02-17 14:30:00+00:00,2785.21,2720.1899796434573,0.001,0.001,1290,-0.025296105268723043,-9.23177752,stop_loss,2645.9494999999997,-0.05,2720.1899796434573,-0.02334474612562165,2719.01,2810.0,0,hammer_rebond,1.0,0,1708102800000,1708180200000,"[{'amount': 0.1309, 'safe_price': 2785.21, 'ft_order_side': 'buy', 'order_filled_timestamp': 1708102800000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 364.94857298899996}, {'amount': 0.1309, 'safe_price': 2720.1899796434573, 'ft_order_side': 'sell', 'order_filled_timestamp': 1708180200000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 356.4289412036638}]",0.0,2024-02-16 17:00:00,2776.01,2807.39,2772.6,2785.22,24900.3287,15.0,15.0,15.0,13.0,15.0,2024-02-15 00:00:00+00:00,2774.8,2867.65,2759.25,2822.59,481689.1874,1984.6952000000017,2610.825,2517.86,2487.46,2369.085,3979.96,1,2024-02-16 12:00:00+00:00,2823.6,2847.22,2740.0,2776.01,123265.8598,2422.904150000003,1,17742.355994999998,2793.61,2803.825,2800.865,2723.9,2785.22,2798.7175,2797.0950000000003,1,2605.3429500000034,28.66004071308518,2720.1899796434573,2801.021175,0,0,2856.03758142617,2939.6600269166124,0,0,0,0,42.18953874689071,1.0290045566628554,23.26809117490776,1,0,1,0,0,0.0099203766283557,0.0063000919956613,0,1,hammer_rebond,1.0,2024-02-16 17:00:00,hammer_rebond,1
XRP/USDT,360.144,360.144,656.0,2024-02-20 17:00:00,2024-02-21 09:40:00+00:00,0.549,0.5382,0.001,0.001,1000,-0.021630828188205237,-7.7980032,stop_loss,0.5216,-0.05,0.5382,-0.01969374001851676,0.5381,0.5668,0,hammer_rebond,1.0,0,1708448400000,1708508400000,"[{'amount': 656.0, 'safe_price': 0.549, 'ft_order_side': 'buy', 'order_filled_timestamp': 1708448400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 360.50414399999994}, {'amount': 656.0, 'safe_price': 0.5382, 'ft_order_side': 'sell', 'order_filled_timestamp': 1708508400000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 353.4122592}]",0.0,2024-02-20 17:00:00,0.5547,0.5582,0.548,0.5491,31220443.0,4.0,4.0,3.0,4.0,4.0,2024-02-19 00:00:00+00:00,0.557,0.5679,0.5538,0.5626,361659945.0,0.5651315,0.54655,0.5322,0.5531499999999999,0.5981,0.6031,0,2024-02-20 12:00:00+00:00,0.5707,0.5751,0.543,0.5547,139516079.0,0.5287644999999991,1,25246698.75,0.55905,0.55905,0.559525,0.55175,0.5491,0.55905,0.55905,0,0.5489854999999969,0.0074517265403313,0.5381881367298343,0.55849095,0,0,0.5739534530806627,0.5952516044479379,0,0,0,0,35.065961577381294,1.357080047410547,17.23546511541245,1,0,1,1,0,0.0177980502638404,0.0177980502638404,0,1,hammer_rebond,1.0,2024-02-20 17:00:00,hammer_rebond,1
