,date,open,high,low,close,volume,open_count,high_count,low_count,close_count,max_count,date_1d,open_1d,high_1d,low_1d,close_1d,volume_1d,sma200_1d,ichimoku-tenkan_1d,ichimoku-kinjun_1d,ichimoku-spanA_1d,ichimoku-spanB_1d,ichimoku-chiku_1d,close_sup_sma200_1d,date_4h,open_4h,high_4h,low_4h,close_4h,volume_4h,sma200_4h,close_sup_sma200_4h,volume_sma,ichimoku-tenkan,ichimoku-kinjun,ichimoku-spanA,ichimoku-spanB,ichimoku-chiku,ichimoku-spanA-futur,ichimoku-spanB-futur,ichimoku-futur,sma200,atr,stoploss_prices,kinjun_threshold,engulfing,last_candle_under_cloud,custom_sell_signal,custom_exit_signal,adx_range,is_hammer,is_bullish_engulfing,is_strong_bullish_candle,rsi,atr_strength,adx,close_sup_sma200,ichimoku-chiku-free,kinjun_flat,ichimoku-tenkan_sup_kinjun,tenkan_kinjun_increasing,kinjun_proximity,tenkan_proximity,proximity,volume_sup_avg,ml_signal_strength_hammer,ml_signal_strength_engulfing,enter_tag,enter_long,pair,timestamp,entry_type
27446,2025-02-17 14:00:00+00:00,2.6821,2.7323,2.677,2.7151,12232908.0,4.0,4.0,3.0,4.0,4.0,2025-02-16 00:00:00+00:00,2.7619,2.8054,2.6879,2.7283,132387997.0,1.4060515000000005,2.5734500000000002,2.52825,2.781275,2.62375,2.3564,True,2025-02-17 08:00:00+00:00,2.6549,2.7001,2.642,2.6727,27244581.0,2.845023999999993,False,7970695.15,2.684,2.702,2.7708000000000004,2.75765,2.7151,2.693,2.73025,False,2.564136000000002,0.03232772071635194,2.620552139641824,2.6992979999999998,True,0,2.7949054414327037,2.883053111549587,False,False,True,False,51.02213061200145,1.1906640903227115,28.102938296960296,True,False,True,False,False,0.007364914877868174,0.0007078986587183356,True,True,0.39025899285755355,0.08875751431964764,engulfing_rebond,1.0,XRP/USDT,2025-02-17 15:00:00+00:00,engulfing_rebond
27465,2025-02-18 09:00:00+00:00,2.556,2.6018,2.5476,2.6008,8661641.0,3.0,4.0,4.0,4.0,4.0,2025-02-17 00:00:00+00:00,2.7283,2.7648,2.6075,2.6599,212813356.0,1.4163690000000002,2.5734500000000002,2.49255,2.827,2.65,2.3911,True,2025-02-18 04:00:00+00:00,2.66,2.6669,2.5414,2.5636,54342659.0,2.8375174999999913,False,9230318.9,2.60565,2.63685,2.7093249999999998,2.73025,2.6008,2.62125,2.6712499999999997,False,2.5846900000000024,0.03747751530679983,2.5175784423466,2.63421315,True,0,2.7462050306135994,2.854355851651999,False,False,True,False,42.79147913985552,1.4409995119501628,32.13815096195616,True,False,True,False,False,0.030661584845554306,0.0190547464164411,False,False,0.38746285355684923,0.10598843635512965,engulfing_rebond,1.0,XRP/USDT,2025-02-18 10:00:00+00:00,engulfing_rebond
27721,2025-03-01 01:00:00+00:00,2.1232,2.1732,2.1228,2.1685,8472444.0,4.0,4.0,4.0,4.0,4.0,2025-02-28 00:00:00+00:00,2.1985,2.2017,1.951,2.1453,463166339.0,1.5199500000000008,2.35,2.30335,2.8186,2.68005,2.3494,True,2025-02-28 20:00:00+00:00,2.1479,2.159,2.1217,2.1453,22723206.0,2.6027219999999884,False,14369021.25,2.1442,2.07635,2.19645,2.2558,2.1685,2.110275,2.10435,True,2.3851005000000036,0.04077854299311327,2.0969675285034435,2.0742736500000003,True,0,2.191832085986227,2.310017154578302,False,False,True,False,58.36365862112587,1.8804954112572412,20.080200195767677,False,False,False,True,False,0.022563633298817665,0.009793862512825253,False,False,0.04443505537311617,0.12452534874013782,engulfing_rebond,1.0,XRP/USDT,2025-03-01 02:00:00+00:00,engulfing_rebond
27832,2025-03-05 16:00:00+00:00,2.4481,2.4807,2.4259,2.4669,10190985.0,4.0,4.0,4.0,4.0,4.0,2025-03-04 00:00:00+00:00,2.3873,2.5388,2.2123,2.4543,569915093.0,1.5584630000000006,2.475,2.475,2.5241499999999997,2.58555,2.1369,True,2025-03-05 12:00:00+00:00,2.4792,2.5079,2.4188,2.4481,66408360.0,2.5130799999999898,False,12275244.15,2.47935,2.4248000000000003,2.435775,2.60565,2.4669,2.4520750000000002,2.4641,False,2.3203265000000055,0.0572326336447795,2.3853460831776103,2.4223752000000003,True,0,2.578565267289559,2.7511987965488127,True,False,True,False,51.6464574484459,2.320022442935648,19.878672007290568,True,False,False,True,False,0.00960903992081816,0.012604109948171899,False,False,0.03750627213645547,0.13144824072851047,engulfing_rebond,1.0,XRP/USDT,2025-03-05 17:00:00+00:00,engulfing_rebond
27841,2025-03-06 01:00:00+00:00,2.4748,2.5484,2.474,2.5149,11579337.0,4.0,4.0,3.0,4.0,4.0,2025-03-05 00:00:00+00:00,2.4542,2.5409,2.408,2.4998,254905967.0,1.5681295000000006,2.475,2.475,2.5241499999999997,2.58555,2.0899,True,2025-03-05 20:00:00+00:00,2.4966,2.515,2.4883,2.4998,19256274.0,2.5070759999999894,False,10328338.7,2.50535,2.4782,2.3996500000000003,2.58995,2.5149,2.491775,2.38035,True,2.333888500000006,0.0465023790863075,2.4425074104568463,2.4757218,True,0,2.584779758172615,2.6948070412339633,True,False,True,False,57.22793663092326,1.8490746783692193,16.639184562120256,True,False,False,True,True,0.0013719635219110924,0.012193905043207479,True,True,0.06062361084805403,0.10910402791890265,engulfing_rebond,1.0,XRP/USDT,2025-03-06 02:00:00+00:00,engulfing_rebond
28096,2025-03-16 16:00:00+00:00,2.296,2.352,2.2932,2.317,17209433.0,3.0,3.0,4.0,3.0,4.0,2025-03-15 00:00:00+00:00,2.3564,2.4751,2.3525,2.3911,150056936.0,1.6528920000000002,2.26085,2.4495,2.5330000000000004,2.58555,1.9658,True,2025-03-16 12:00:00+00:00,2.2981,2.3221,2.2677,2.2961,34468223.0,2.4315784999999877,False,6470202.75,2.3264,2.3531500000000003,2.4007750000000003,2.3451,2.317,2.3397750000000004,2.3714,False,2.2569670000000017,0.029345057026084278,2.248492071486958,2.3507968500000005,True,0,2.4300901140521685,2.5067964609096847,False,False,True,False,40.4573007299664,1.2665108772587084,33.76697269617539,True,False,False,False,False,0.024286594564732582,0.01306740027510325,False,True,0.05369467075802711,0.09868455608333469,engulfing_rebond,1.0,XRP/USDT,2025-03-16 17:00:00+00:00,engulfing_rebond
28358,2025-03-27 14:00:00+00:00,2.3253,2.365,2.3185,2.3631,8954311.0,4.0,3.0,4.0,4.0,4.0,2025-03-26 00:00:00+00:00,2.4491,2.4794,2.328,2.3494,140813082.0,1.7541705,2.40625,2.4495,2.326675,2.58555,2.0855,True,2025-03-27 08:00:00+00:00,2.3645,2.3799,2.3392,2.3432,15539060.0,2.359834999999988,False,5864553.3,2.341,2.3773,2.4530000000000003,2.45575,2.3631,2.35915,2.3907499999999997,False,2.4217605000000018,0.024115994613669277,2.285437802693165,2.3749227,True,0,2.4389819892273383,2.5027207402274496,False,False,True,False,45.81620445674561,1.0205236601781251,34.712622405217324,False,False,False,False,False,0.021873554031884932,0.006706535668517842,False,True,0.06439036539278824,0.09604239036642365,engulfing_rebond,1.0,XRP/USDT,2025-03-27 15:00:00+00:00,engulfing_rebond
28553,2025-04-04 17:00:00+00:00,2.1185,2.147,2.1007,2.1415,10397604.0,4.0,3.0,4.0,4.0,4.0,2025-04-03 00:00:00+00:00,2.0237,2.082,1.96,2.0648,283049149.0,1.817626500000001,2.2197,2.245,2.475,2.58555,2.238,True,2025-04-04 12:00:00+00:00,2.0479,2.1626,2.0381,2.1226,90536381.0,2.3172749999999893,False,11295562.5,2.0892999999999997,2.07715,2.0526999999999997,2.0965,2.1415,2.0832249999999997,2.0965,False,2.1370205000000038,0.040782092799464965,1.9915769536002674,2.07507285,True,5,2.1780641855989296,2.298288191997119,True,False,True,False,63.479825218483946,1.9043704319152446,18.33330766916639,True,True,False,True,False,0.019907084225982714,0.013975972813861265,False,False,0.04404597103732322,0.13193043914225547,engulfing_rebond,1.0,XRP/USDT,2025-04-04 18:00:00+00:00,engulfing_rebond
28705,2025-04-11 01:00:00+00:00,1.9514,1.9991,1.9506,1.9946,7479598.0,4.0,4.0,4.0,4.0,4.0,2025-04-10 00:00:00+00:00,2.0529,2.0572,1.9223,1.9658,224691548.0,1.8666145000000012,1.9232,2.1017,2.355175,2.49255,2.155,True,2025-04-10 20:00:00+00:00,1.9625,1.9976,1.9583,1.9658,19254003.0,2.2158469999999904,False,8985403.7,1.9669500000000002,1.98975,1.928775,1.90575,1.9946,1.97835,1.90575,True,1.9921275000000023,0.0360013123270846,1.9256043438364576,1.98776025,True,33,2.0503526246541695,2.154049374068917,True,False,True,False,55.39680716821464,1.8049389515233432,14.409017776337901,True,False,False,False,False,0.019273778112828186,0.007905640712778756,False,False,0.026611744223409648,0.10450182772779487,engulfing_rebond,1.0,XRP/USDT,2025-04-11 02:00:00+00:00,engulfing_rebond
28838,2025-04-16 14:00:00+00:00,2.0677,2.1105,2.0672,2.0966,8358181.0,4.0,4.0,4.0,4.0,4.0,2025-04-15 00:00:00+00:00,2.1276,2.1853,2.0837,2.0842,131282814.0,1.9044915000000011,1.93045,2.0589,2.405575,2.49255,2.367,True,2025-04-16 08:00:00+00:00,2.0506,2.0901,2.0355,2.0892,23916176.0,2.198969499999991,False,5594559.05,2.073,2.1102499999999997,2.15215,2.1638,2.0966,2.0916249999999996,2.1104,False,2.042639500000002,0.02465582140888251,2.0191010892955585,2.10813975,True,0,2.159711642817765,2.2265082691247517,False,False,True,False,50.79574391662938,1.1759907187294911,34.59443763727199,True,False,True,False,False,0.02016348773841956,0.0025566811384467353,True,True,0.40568059144728674,0.10887827450220244,engulfing_rebond,1.0,XRP/USDT,2025-04-16 15:00:00+00:00,engulfing_rebond
30805,2025-07-07 13:00:00+00:00,2.2756,2.3497,2.2737,2.3436,22624424.8,4.0,4.0,4.0,4.0,4.0,2025-07-06 00:00:00+00:00,2.2177,2.29,2.2086,2.2709,92108127.5,2.360890500000002,2.23035,2.1231,2.2318499999999997,2.34685,2.9613,False,2025-07-07 08:00:00+00:00,2.2723,2.2978,2.2681,2.2829,18956360.8,2.188319999999989,True,4122456.25,2.30245,2.29795,2.2449500000000002,2.24045,2.3436,2.3002000000000002,2.27555,True,2.227168000000002,0.018216565191220033,2.24158131740439,2.29565205,True,19,2.3366331303824404,2.3431084279527234,False,False,True,False,75.37318647040722,0.7772898613765162,26.73062117280379,True,True,False,True,True,0.009726060184077248,0.011661491020434773,False,True,0.11013103134652576,0.08289426498051942,engulfing_rebond,1.0,XRP/USDT,2025-07-07 14:00:00+00:00,engulfing_rebond
31036,2025-07-17 04:00:00+00:00,3.0249,3.0754,3.0149,3.0742,12235841.2,4.0,4.0,4.0,4.0,4.0,2025-07-16 00:00:00+00:00,2.9189,3.1,2.8774,3.038,272284618.2,2.3830230000000014,2.67425,2.50415,2.20955,2.357,3.1295,True,2025-07-17 00:00:00+00:00,3.038,3.0794,2.9873,3.025,36735773.8,2.3198074999999876,True,13144398.819999998,3.04365,2.9956,2.88755,2.9194,3.0742,3.019625,2.9519,True,2.7361190000000004,0.045305044818969555,2.958672877590515,2.9926044,True,24,3.110235089637939,3.2368560105636823,False,False,True,False,63.91829170613239,1.4737181972210511,26.601989227136293,True,True,False,True,False,0.009781012151155061,0.006160366665023844,False,False,0.06963392083023687,0.11926767684720886,engulfing_rebond,1.0,XRP/USDT,2025-07-17 05:00:00+00:00,engulfing_rebond
31640,2025-08-11 08:00:00+00:00,3.2451,3.3342,3.2282,3.2993,22703198.4,4.0,4.0,4.0,4.0,4.0,2025-08-10 00:00:00+00:00,3.2259,3.2795,3.1521,3.187,123144721.1,2.4544175000000017,3.05525,3.19435,2.5567,2.4716500000000003,,True,2025-08-11 04:00:00+00:00,3.2654,3.2887,3.2339,3.2451,27293749.6,3.0852244999999847,True,6584315.130000001,3.2531,3.24315,3.2609,3.2938,3.2993,3.248125,3.2498,False,3.1029229999999965,0.03615395047858695,3.1987764247607067,3.23990685,True,1,3.322107900957174,3.4037058871923915,False,False,True,False,64.27235423638147,1.0958067007724956,25.695582712327845,True,False,False,True,True,0.000601267286434453,0.0024591927699732586,True,True,0.07268294938933895,0.09127835835021769,engulfing_rebond,1.0,XRP/USDT,2025-08-11 09:00:00+00:00,engulfing_rebond
31817,2025-08-18 17:00:00+00:00,3.0037,3.0969,3.0005,3.0705,12785155.0,4.0,4.0,4.0,4.0,4.0,2025-08-17 00:00:00+00:00,3.1056,3.1472,3.0773,3.0877,66692097.5,2.4568700000000017,3.17135,3.13995,3.048075,2.7845,,True,2025-08-18 12:00:00+00:00,2.9643,3.024,2.96,3.0158,22743921.5,3.1798614999999835,False,7515366.69,3.01865,3.0438,3.12155,3.0792,3.0705,3.031225,3.0438,False,3.1525734999999986,0.031123342589375,2.9376201287053125,3.0407562,True,0,3.1060466851787503,3.1743103062504807,False,False,True,False,59.245492996968466,1.0136245754559519,37.06077710747085,False,False,True,False,False,0.013174321571719641,0.004952545011843122,False,True,0.09325573646412479,0.11602931553437378,engulfing_rebond,1.0,XRP/USDT,2025-08-18 18:00:00+00:00,engulfing_rebond
887,2022-02-06 23:00:00+00:00,411.5,420.2,410.8,419.9,48070.504,1.0,15.0,15.0,15.0,15.0,2022-02-06 00:00:00+00:00,413.8,422.5,407.0,419.9,542631.176,,395.3,421.0,,,374.2,False,2022-02-06 20:00:00+00:00,414.0,420.2,410.4,419.9,82184.394,424.9999999999997,False,23097.836150000006,413.6,414.75,413.875,396.4,419.9,414.175,412.3,True,387.1725000000003,4.155997671789271,407.50120116410534,414.33525,True,1,422.48699534357854,433.51306438655763,True,False,True,False,60.17388354867867,0.9897589120717483,14.026688706279538,True,True,True,False,False,0.007836045810729355,0.005077369439071621,False,True,0.3678174550904884,0.1186217602766431,engulfing_rebond,1.0,BNB/USDT,2022-02-07 00:00:00+00:00,engulfing_rebond
2342,2022-04-08 14:00:00+00:00,424.3,434.1,424.2,433.2,45269.184,15.0,15.0,15.0,15.0,15.0,2022-04-07 00:00:00+00:00,420.1,450.0,416.2,436.0,717661.036,,436.4,409.75,383.2,401.1,383.9,False,2022-04-08 08:00:00+00:00,433.5,435.7,427.1,427.8,124799.655,406.70249999999913,True,25699.871000000006,429.4,436.05,429.2,438.1,433.2,432.725,433.1,False,439.95549999999986,4.606269796581338,418.95266510170933,435.61395,True,0,442.3125395931627,454.09529890466877,False,False,True,False,51.18164191362805,1.063312510752848,20.3470856059518,False,False,True,False,False,0.026946451095057906,0.011877037727060936,False,True,0.046573436792375016,0.12645561829517124,engulfing_rebond,1.0,BNB/USDT,2022-04-08 15:00:00+00:00,engulfing_rebond
4266,2022-06-27 18:00:00+00:00,233.7,236.9,231.2,234.9,36572.858,15.0,15.0,15.0,15.0,15.0,2022-06-26 00:00:00+00:00,239.7,245.2,233.2,233.9,456762.547,,214.3,253.95,307.65,325.1,262.4,False,2022-06-27 12:00:00+00:00,238.1,238.5,230.0,234.2,156355.554,265.0809999999995,False,21900.419200000004,235.2,235.5,239.475,237.45,234.9,235.35,237.45,False,226.3749999999999,2.681074758570447,228.19946262071477,235.2645,True,0,242.81214951714088,249.6942486999947,True,False,True,False,44.84224420037316,1.141368564738377,18.876364092960017,True,False,True,False,False,0.007643312101910877,0.006377551020408163,False,True,0.3679655843110768,0.11190418366501999,engulfing_rebond,1.0,BNB/USDT,2022-06-27 19:00:00+00:00,engulfing_rebond
5565,2022-08-20 21:00:00+00:00,278.3,283.3,277.0,283.1,25140.119,15.0,15.0,,15.0,15.0,2022-08-19 00:00:00+00:00,298.1,298.2,276.2,279.1,870296.511,335.0760000000002,305.45,288.2,247.22500000000002,247.85000000000002,279.3,False,2022-08-20 16:00:00+00:00,286.9,287.7,278.5,279.5,95827.585,293.12349999999947,False,20455.938050000004,282.5,283.2,286.875,293.95,283.1,282.85,290.5,False,310.50300000000027,3.2248628694312,274.83356856528445,282.91679999999997,True,0,296.9497257388624,305.44156929693725,False,False,True,False,45.4466036331786,1.139124998032921,21.6112422647042,False,False,False,False,False,0.01730225988700557,0.014867256637168102,False,True,0.042944644621984183,0.12235478307032938,engulfing_rebond,1.0,BNB/USDT,2022-08-20 22:00:00+00:00,engulfing_rebond
5772,2022-08-29 12:00:00+00:00,273.5,279.1,273.0,277.3,34623.178,1.0,15.0,,15.0,15.0,2022-08-28 00:00:00+00:00,277.9,284.1,275.6,276.5,312819.026,330.05500000000023,290.4,305.05,265.0,242.7,276.7,False,2022-08-29 08:00:00+00:00,277.9,278.0,272.3,273.5,82423.92,301.54999999999956,False,17341.256400000006,276.3,278.20000000000005,278.82500000000005,287.8,277.3,277.25,278.55,False,291.5815,2.6650188671028374,270.4228905664486,277.9218,True,0,283.8800377342057,290.55394774593833,False,False,True,False,48.011948119303746,0.9610598150388884,24.398185419131014,False,False,True,False,False,0.01689432063263855,0.010133912414042748,False,True,0.05453716836237288,0.1181769546609308,engulfing_rebond,1.0,BNB/USDT,2022-08-29 13:00:00+00:00,engulfing_rebond
8655,2022-12-27 15:00:00+00:00,243.1,248.9,242.5,245.1,48888.158,15.0,15.0,1.0,15.0,15.0,2022-12-26 00:00:00+00:00,243.2,244.9,242.0,244.3,117117.968,274.42900000000026,245.7,261.0,304.525,324.15,299.0,False,2022-12-27 12:00:00+00:00,243.8,248.9,242.1,245.1,71440.91,274.43999999999943,False,8277.794950000007,245.5,245.45,243.425,243.60000000000002,245.1,245.475,245.15,True,245.55500000000046,1.3804577842016348,240.9255711078992,245.20454999999998,True,1,248.23591556840327,248.72169576108573,False,False,True,False,61.808441818971694,0.5632222701761056,27.664391298846233,False,False,False,True,True,0.00957425137502544,0.009775967413441979,False,True,0.12414322869820349,0.103501920748927,engulfing_rebond,1.0,BNB/USDT,2022-12-27 16:00:00+00:00,engulfing_rebond
17915,2024-01-17 11:00:00+00:00,309.0,314.4,307.8,313.1,176822.977,,15.0,15.0,15.0,15.0,2024-01-16 00:00:00+00:00,317.6,319.4,313.0,315.2,951149.445,239.52849999999978,304.70000000000005,299.9,251.075,248.6,320.7,True,2024-01-17 08:00:00+00:00,308.9,314.4,307.8,313.1,293398.013,292.45199999999915,True,36532.80315,311.70000000000005,313.55,316.29999999999995,309.65,313.1,312.625,314.20000000000005,False,306.69400000000155,2.524872685287204,305.92196365735646,313.23645,True,0,319.24974537057443,325.4570067669311,False,False,True,False,49.14469614532434,0.8064109502673918,23.406863496024776,True,False,False,False,False,0.014511242226120272,0.008662175168431329,False,True,0.053245815179184745,0.101280753405689,engulfing_rebond,1.0,BNB/USDT,2024-01-17 12:00:00+00:00,engulfing_rebond
18350,2024-02-04 14:00:00+00:00,299.9,306.8,299.9,304.9,107052.401,15.0,15.0,15.0,15.0,15.0,2024-02-03 00:00:00+00:00,301.4,303.8,299.5,299.7,198730.962,245.10299999999972,301.9,304.6,298.65,280.4,399.4,True,2024-02-04 08:00:00+00:00,299.4,300.8,299.3,299.9,28319.409,306.9229999999992,False,13280.7149,302.4,302.4,302.175,301.65,304.9,302.4,302.4,False,304.1655000000013,1.3955348213532166,298.00363258932344,302.0976,True,1,305.1910696427064,305.7605721149788,False,False,True,False,71.91877739908143,0.45770246682624355,20.931244650456584,True,True,False,True,True,0.008267195767195768,0.008267195767195768,False,True,0.10596190436690307,0.07939966732984766,engulfing_rebond,1.0,BNB/USDT,2024-02-04 15:00:00+00:00,engulfing_rebond
18751,2024-02-21 07:00:00+00:00,352.6,360.5,350.9,360.4,128854.73,15.0,1.0,15.0,15.0,15.0,2024-02-20 00:00:00+00:00,351.7,361.6,344.8,354.6,972650.558,252.63599999999974,341.20000000000005,328.75,307.75,283.1,571.7,True,2024-02-21 04:00:00+00:00,353.4,360.5,350.9,360.4,193364.084,317.9489999999993,True,37883.252049999996,355.7,353.20000000000005,354.975,354.3,360.4,354.45000000000005,353.20000000000005,True,347.5825000000013,3.202124743133605,348.5971376284332,352.84680000000003,True,1,360.85424948626724,367.3499024630271,True,False,True,False,64.31512113302703,0.888491882112543,11.935955007268051,True,True,True,True,True,0.0016987542468856814,0.0087152094461624,True,True,0.3957856418685543,0.10906841432506065,engulfing_rebond,1.0,BNB/USDT,2024-02-21 08:00:00+00:00,engulfing_rebond
27180,2025-02-06 12:00:00+00:00,578.8,588.27,576.58,583.86,49124.663,15.0,15.0,15.0,15.0,15.0,2025-02-05 00:00:00+00:00,572.69,580.0,561.22,569.55,227055.225,611.5089999999999,594.72,614.985,695.9975,693.4549999999999,576.1,False,2025-02-06 08:00:00+00:00,578.9,581.24,575.48,578.8,28179.351,679.0158999999985,False,8916.93345,581.875,574.745,574.1,588.56,583.86,578.31,574.48,True,629.8802500000015,5.53345852965348,571.5623107351732,574.170255,True,0,589.376917059307,600.3143920827495,True,False,True,False,61.66807675777359,0.9477372194795806,17.836653645570998,False,False,False,True,True,0.007055302786453036,0.005284640171858295,False,True,0.06995631588609119,0.12356720203181677,engulfing_rebond,1.0,BNB/USDT,2025-02-06 13:00:00+00:00,engulfing_rebond
27422,2025-02-16 14:00:00+00:00,664.8,680.0,662.56,674.7,54702.848,15.0,,15.0,15.0,15.0,2025-02-15 00:00:00+00:00,659.72,671.43,653.46,662.21,255950.897,613.9888000000001,651.29,616.0,698.815,706.2750000000001,579.8,True,2025-02-16 08:00:00+00:00,654.55,671.01,653.11,669.47,74006.78,659.3186499999983,True,11944.2519,666.5550000000001,666.5550000000001,660.355,692.0,674.7,666.5550000000001,666.0,True,646.5105500000012,6.147013814637169,648.7302730926814,665.888445,True,0,678.8490276292744,692.0416128480463,True,False,True,False,63.93973863882526,0.9110736348950894,19.583502239200396,True,False,False,True,True,0.002632941017620615,0.002632941017620615,True,True,0.06934707081911243,0.1261884334666339,engulfing_rebond,1.0,BNB/USDT,2025-02-16 15:00:00+00:00,engulfing_rebond
31153,2025-07-22 01:00:00+00:00,763.7,770.3,753.13,769.89,23346.414,15.0,15.0,15.0,15.0,15.0,2025-07-21 00:00:00+00:00,756.82,781.99,746.06,766.22,338419.952,641.3057500000004,728.645,710.575,634.075,640.64,838.71,True,2025-07-21 20:00:00+00:00,757.14,767.43,754.72,766.22,25066.228,670.8842499999977,True,15050.375349999998,761.7149999999999,764.025,749.0899999999999,740.01,769.89,762.8699999999999,755.52,True,721.8935500000007,7.946483544892437,747.6504982275537,763.260975,True,49,778.7629670897848,800.6849113955747,True,True,True,False,57.67292401390557,1.0321583011719124,18.41647519795652,True,True,True,False,False,0.0004253787506952414,0.0026059615472980415,True,True,0.38117689816043465,0.12556829209130374,engulfing_rebond,1.0,BNB/USDT,2025-07-22 02:00:00+00:00,engulfing_rebond
2342,2022-04-08 14:00:00+00:00,42906.66,43846.15,42888.8,43750.14,3948.19621,15.0,15.0,14.0,15.0,15.0,2022-04-07 00:00:00+00:00,43170.47,43900.99,42727.35,43444.19,37396.54156,,45213.785,42872.42,39867.835,39369.085,37728.95,False,2022-04-08 08:00:00+00:00,43763.53,43970.62,43260.76,43298.79,6336.35221,42683.03270000001,True,1385.4000795,43360.815,43360.815,43738.27,44963.675,43750.14,43360.815,43920.81,False,45454.7302,340.64834492563216,42495.183807537185,43317.454185,True,0,44602.106689851265,45556.69378036879,False,False,True,False,54.146413814434126,0.7786222968100952,20.540877161628117,False,False,True,True,False,0.01047385756010349,0.01047385756010349,False,True,0.047336394811151865,0.12418870951206394,engulfing_rebond,1.0,BTC/USDT,2022-04-08 15:00:00+00:00,engulfing_rebond
2510,2022-04-15 14:00:00+00:00,40039.87,40870.36,39900.0,40450.0,2711.56276,15.0,15.0,,,15.0,2022-04-14 00:00:00+00:00,41147.78,41500.0,39551.94,39942.38,36807.01401,,42353.57,43694.92,39919.32,40071.64,31017.1,False,2022-04-15 08:00:00+00:00,40239.43,40399.0,40036.06,40220.0,4311.55812,43088.65000000001,False,1070.605031,40385.18,40425.97,40862.197499999995,40407.97,40450.0,40405.575,40556.625,False,41592.30464999996,307.8902926749938,39666.2548536625,40385.544030000005,True,0,41172.40558534999,41841.28042209612,False,False,True,False,55.84475023835728,0.7611626518541257,21.043692202296608,False,False,True,False,False,0.00955079123642546,0.008550413790405234,False,True,0.05084685407267603,0.1257637088699399,engulfing_rebond,1.0,BTC/USDT,2022-04-15 15:00:00+00:00,engulfing_rebond
4266,2022-06-27 18:00:00+00:00,20726.77,20945.0,20510.0,20821.05,5342.83933,15.0,,,15.0,15.0,2022-06-26 00:00:00+00:00,21491.18,21888.0,20964.73,21038.07,53278.10464,,19755.0,24802.485,30948.5475,35055.15,22684.83,False,2022-06-27 12:00:00+00:00,21304.56,21343.83,20590.0,20754.73,20746.1707,25959.37419999999,False,2902.3874895,21001.21,21024.925,21469.934999999998,21336.379999999997,20821.05,21013.067499999997,21199.0,False,20814.823149999902,202.42438054471435,20367.767809727644,21003.900074999998,True,0,21603.84876108943,22161.669741394617,False,False,True,False,37.84733951920103,0.9722102417731785,25.229793005446925,True,False,False,False,False,0.014181025616024735,0.013067818473316476,False,True,0.0385645929954912,0.12294917027014106,engulfing_rebond,1.0,BTC/USDT,2022-06-27 19:00:00+00:00,engulfing_rebond
5952,2022-09-06 00:00:00+00:00,19795.34,20174.58,19776.67,20101.01,18887.74022,15.0,15.0,15.0,15.0,15.0,2022-09-05 00:00:00+00:00,20000.3,20057.27,19633.83,19796.84,222543.01057,30727.265899999984,20048.125,22365.66,22947.9025,21647.0,19310.95,False,2022-09-05 20:00:00+00:00,19708.64,19870.8,19697.1,19796.84,30604.56337,22018.67730000001,False,9926.840229500001,19922.36,19904.205,19786.545,19819.515,20101.01,19913.2825,19878.84,True,19974.257049999887,128.74220324031512,19566.428618379843,19884.300795000003,True,1,20170.766906480632,20368.169940524775,True,False,True,False,68.85266885063145,0.6404762906954184,14.020877474528467,True,True,False,True,True,0.005469447285134051,0.006375750664077973,False,True,0.08249999867373731,0.11634701422123421,engulfing_rebond,1.0,BTC/USDT,2022-09-06 01:00:00+00:00,engulfing_rebond
7960,2022-11-28 16:00:00+00:00,16146.26,16399.69,15995.27,16311.56,26270.82545,15.0,14.0,15.0,15.0,15.0,2022-11-27 00:00:00+00:00,16457.61,16600.0,16401.0,16428.78,162025.47607,21846.0224,16149.205,18478.325,19879.25,20462.489999999998,16778.5,False,2022-11-28 12:00:00+00:00,16213.29,16310.43,16120.38,16146.26,47211.77393,18253.050150000006,False,11224.397774000001,16197.48,16296.315,16543.385000000002,16543.495000000003,16311.56,16246.8975,16337.92,False,16377.055749999876,105.0606465073497,15910.749136746324,16280.018685000001,True,0,16548.0412930147,16776.40001965496,False,False,True,False,50.66708652356324,0.6440870554830421,32.32269317868086,False,False,False,False,False,0.00920790988637617,0.0031622202959966208,False,True,0.07663339433408396,0.1289010997357519,engulfing_rebond,1.0,BTC/USDT,2022-11-28 17:00:00+00:00,engulfing_rebond
8313,2022-12-13 09:00:00+00:00,17160.14,17500.0,17155.5,17427.82,14334.83903,15.0,,1.0,15.0,15.0,2022-12-12 00:00:00+00:00,17085.05,17241.89,16871.85,17209.83,226227.49694,20891.091949999998,17051.54,16450.125,18339.3825,18534.325,16943.57,False,2022-12-13 04:00:00+00:00,17152.37,17208.47,17080.14,17165.17,41652.08355,16761.931450000007,True,8743.7491225,17290.07,17201.745000000003,17035.997499999998,17071.42,17427.82,17245.9075,17185.925,True,17065.968399999892,75.11987914884033,17008.41978042558,17184.543255000004,True,8,17396.147258297682,17388.046656955295,False,False,True,False,79.0656506436318,0.43103428397149113,29.391561193981037,True,True,False,True,True,0.0024186499683609536,0.007514717985525813,True,True,0.1659834152783991,0.12185303398403734,engulfing_rebond,1.0,BTC/USDT,2022-12-13 10:00:00+00:00,engulfing_rebond
