,date,open,high,low,close,volume,open_count,high_count,low_count,close_count,max_count,date_1d,open_1d,high_1d,low_1d,close_1d,volume_1d,sma200_1d,ichimoku-tenkan_1d,ichimoku-kinjun_1d,ichimoku-spanA_1d,ichimoku-spanB_1d,ichimoku-chiku_1d,close_sup_sma200_1d,date_4h,open_4h,high_4h,low_4h,close_4h,volume_4h,sma200_4h,close_sup_sma200_4h,volume_sma,ichimoku-tenkan,ichimoku-kinjun,ichimoku-spanA,ichimoku-spanB,ichimoku-chiku,ichimoku-spanA-futur,ichimoku-spanB-futur,ichimoku-futur,sma200,atr,stoploss_prices,kinjun_threshold,engulfing,last_candle_under_cloud,custom_sell_signal,custom_exit_signal,adx_range,is_hammer,is_bullish_engulfing,is_strong_bullish_candle,rsi,atr_strength,adx,close_sup_sma200,ichimoku-chiku-free,kinjun_flat,ichimoku-tenkan_sup_kinjun,tenkan_kinjun_increasing,kinjun_proximity,tenkan_proximity,proximity,volume_sup_avg,ml_signal_strength_hammer,ml_signal_strength_engulfing,enter_tag,enter_long,pair,timestamp,entry_type
6620,2022-10-03 20:00:00+00:00,0.4553,0.4694,0.4551,0.4668,35858327.0,4.0,4.0,4.0,4.0,4.0,2022-10-02 00:00:00+00:00,0.4753,0.4785,0.443,0.4485,331325448.0,0.47078449999999966,0.46914999999999996,0.4355,0.34155,0.36265000000000003,0.4744,False,2022-10-03 16:00:00+00:00,0.4533,0.4594,0.4492,0.4553,61895706.0,0.39043449999999924,True,16322970.15,0.45665,0.4533,0.463825,0.4746,0.4668,0.454975,0.4594,False,0.4635309999999997,0.005973199814690835,0.44361840009265463,0.4528467,True,0,0.47134639962938163,0.488513383617566,False,False,True,False,66.7398455105598,1.2796057872088336,30.269780075154735,True,False,False,True,True,0.004412089124200313,0.0029563122741706293,True,True,0.0913523309055664,0.11898505723715429,engulfing_rebond,1.0,XRP/USDT,2022-10-03 21:00:00+00:00,engulfing_rebond
6633,2022-10-04 09:00:00+00:00,0.4616,0.4755,0.4589,0.4685,50150282.0,4.0,4.0,4.0,4.0,4.0,2022-10-03 00:00:00+00:00,0.4485,0.4694,0.4372,0.4621,393625435.0,0.46912749999999975,0.46914999999999996,0.4403,0.33985,0.36095,0.4701,False,2022-10-04 04:00:00+00:00,0.4548,0.4643,0.4537,0.4624,60838615.0,0.39241149999999936,True,19062975.3,0.4635,0.45709999999999995,0.45192499999999997,0.46185,0.4685,0.4603,0.45785,True,0.4610924999999998,0.0062439421668748964,0.4474750289165626,0.45664289999999996,True,1,0.4727878843337498,0.4850866116677879,False,False,True,False,64.32491195164104,1.3327517965581421,22.574986156494344,True,False,False,True,True,0.009844672938088076,0.004099244875943932,False,True,0.06676130782321839,0.10131518952134848,engulfing_rebond,1.0,XRP/USDT,2022-10-04 10:00:00+00:00,engulfing_rebond
6762,2022-10-09 18:00:00+00:00,0.5296,0.549,0.5284,0.5399,47920510.0,4.0,3.0,4.0,4.0,4.0,2022-10-08 00:00:00+00:00,0.5177,0.5292,0.5111,0.517,340783746.0,0.4611314999999997,0.48555000000000004,0.4403,0.34192500000000003,0.36095,0.4548,True,2022-10-09 12:00:00+00:00,0.5186,0.5345,0.5156,0.5275,88664014.0,0.4196589999999993,True,13852319.15,0.5319,0.5275000000000001,0.515125,0.50695,0.5399,0.5297000000000001,0.51895,True,0.48617299999999986,0.006095678968223965,0.5115209605158879,0.5269725000000001,True,14,0.5418913579364479,0.5472498098288983,False,False,True,False,76.52286785401743,1.1290385197673578,24.037083454287227,True,True,False,True,True,0.003981042654028207,0.00432412107539026,False,True,0.08572078961552303,0.10397550907862907,engulfing_rebond,1.0,XRP/USDT,2022-10-09 19:00:00+00:00,engulfing_rebond
6876,2022-10-14 12:00:00+00:00,0.4986,0.5079,0.4966,0.5061,23174244.0,4.0,4.0,4.0,4.0,4.0,2022-10-13 00:00:00+00:00,0.4881,0.4898,0.4401,0.4791,601751609.0,0.4525549999999997,0.49455000000000005,0.44955,0.3489,0.36095,0.4059,True,2022-10-14 08:00:00+00:00,0.4991,0.505,0.4972,0.4986,72723768.0,0.44223449999999936,True,17747446.75,0.50095,0.47685,0.46302499999999996,0.47129999999999994,0.5061,0.4889,0.474,True,0.5009224999999998,0.007226562430188876,0.4893987187849056,0.47637315,True,11,0.5033531248603778,0.5215911053933246,False,False,True,False,66.74598661082423,1.4278922011833384,23.206736140360913,True,True,False,True,True,0.04561182761874802,0.004691086934823872,False,True,0.07267299209047588,0.11952522847667375,engulfing_rebond,1.0,XRP/USDT,2022-10-14 13:00:00+00:00,engulfing_rebond
7044,2022-10-21 12:00:00+00:00,0.4409,0.4435,0.4336,0.4434,34763001.0,4.0,4.0,4.0,4.0,4.0,2022-10-20 00:00:00+00:00,0.4504,0.4646,0.4224,0.4465,396744045.0,0.4395399999999999,0.46745,0.4829,0.4379,0.4355,0.3888,True,2022-10-21 08:00:00+00:00,0.4439,0.4445,0.4377,0.4409,50763834.0,0.46818049999999933,False,20718753.45,0.44115,0.4435,0.45742499999999997,0.4623,0.4434,0.44232499999999997,0.4435,False,0.4719554999999997,0.0057236055918114094,0.4298709972040943,0.4430565,True,0,0.4549472111836228,0.47091172241744605,False,True,True,False,43.32729922970041,1.2908447433043324,29.57396743085152,False,False,True,False,False,0.005862457722660634,0.0005667006687067267,True,True,0.04965252897045566,0.08772413777045555,engulfing_rebond,1.0,XRP/USDT,2022-10-21 13:00:00+00:00,engulfing_rebond
7054,2022-10-21 22:00:00+00:00,0.4522,0.4604,0.4507,0.4585,21751687.0,4.0,4.0,4.0,4.0,4.0,2022-10-20 00:00:00+00:00,0.4504,0.4646,0.4224,0.4465,396744045.0,0.4395399999999999,0.46745,0.4829,0.4379,0.4355,0.3888,True,2022-10-21 16:00:00+00:00,0.4478,0.4544,0.4453,0.4529,51951651.0,0.4688594999999994,False,14501079.7,0.45209999999999995,0.44699999999999995,0.4435,0.4468,0.4585,0.44954999999999995,0.4435,True,0.47143449999999987,0.005524816693768408,0.4416469916531158,0.446553,True,3,0.4605996333875368,0.4719682437356761,True,False,True,False,62.991387174104915,1.2049763781392384,19.435747296953824,False,False,False,True,True,0.011633109619686888,0.00022119000221199848,True,True,0.04741438261418723,0.08540306362746795,engulfing_rebond,1.0,XRP/USDT,2022-10-21 23:00:00+00:00,engulfing_rebond
7410,2022-11-05 18:00:00+00:00,0.4987,0.5094,0.4975,0.5025,22333192.0,4.0,4.0,4.0,4.0,4.0,2022-11-04 00:00:00+00:00,0.4548,0.5078,0.4532,0.5064,561979429.0,0.41740199999999983,0.47645000000000004,0.4802,0.4667,0.4355,0.4078,True,2022-11-05 12:00:00+00:00,0.4972,0.5033,0.492,0.4989,27294482.0,0.4755299999999994,True,9445232.9,0.5006999999999999,0.49805,0.48292500000000005,0.47645000000000004,0.5025,0.49937499999999996,0.48160000000000003,True,0.4676869999999999,0.005733834225103394,0.4881490828874483,0.49755194999999997,True,40,0.5108426684502068,0.5240225689044029,False,False,True,False,63.65560735735969,1.141061537334009,35.34239955989272,True,True,True,True,True,0.0013050898504165926,0.0039944078290392385,True,True,0.4379025079851921,0.12117880670243054,engulfing_rebond,1.0,XRP/USDT,2022-11-05 19:00:00+00:00,engulfing_rebond
7675,2022-11-16 19:00:00+00:00,0.3694,0.3743,0.3667,0.3734,13384983.0,4.0,4.0,4.0,4.0,4.0,2022-11-15 00:00:00+00:00,0.3775,0.3977,0.3668,0.3888,541305225.0,0.401373,0.398,0.41300000000000003,0.475175,0.4355,0.3809,False,2022-11-16 16:00:00+00:00,0.3656,0.3743,0.3614,0.3734,58353386.0,0.44316999999999945,False,15794479.1,0.37145,0.37645,0.377975,0.35935,0.3734,0.37395,0.36815,True,0.37225249999999965,0.0062735860265957415,0.3575404069867021,0.37607355000000003,True,0,0.3864971720531915,0.40603277091243867,False,False,True,False,45.18975557924729,1.6801248062655976,26.300767294221707,True,False,False,False,False,0.018727586664895737,0.005518912370440157,False,False,0.0452253242170634,0.1025569532849518,engulfing_rebond,1.0,XRP/USDT,2022-11-16 20:00:00+00:00,engulfing_rebond
7685,2022-11-17 05:00:00+00:00,0.3751,0.3873,0.375,0.3836,36771276.0,4.0,4.0,3.0,4.0,4.0,2022-11-16 00:00:00+00:00,0.3887,0.3915,0.3614,0.3752,363276410.0,0.4003265,0.39144999999999996,0.41300000000000003,0.475175,0.4355,0.3874,False,2022-11-17 00:00:00+00:00,0.3751,0.38,0.3728,0.3762,50948172.0,0.4420339999999994,False,16283630.0,0.3789,0.37645,0.382975,0.35935,0.3836,0.377675,0.37955,False,0.3698924999999997,0.005869463470272297,0.36682426826486386,0.37607355000000003,True,1,0.39128892694054457,0.406424034070697,True,False,True,False,61.41824641947126,1.5300999661815164,19.48166749903183,True,False,True,True,True,0.0035861336166822097,0.010029031406703684,False,True,0.40087312889268506,0.102437045088709,engulfing_rebond,1.0,XRP/USDT,2022-11-17 06:00:00+00:00,engulfing_rebond
7826,2022-11-23 02:00:00+00:00,0.3682,0.3782,0.3682,0.3757,26054129.0,4.0,4.0,4.0,4.0,4.0,2022-11-22 00:00:00+00:00,0.3645,0.3784,0.3513,0.3757,464705247.0,0.3932150000000001,0.35935,0.41300000000000003,0.46905,0.4355,0.3499,False,2022-11-22 20:00:00+00:00,0.3731,0.3784,0.373,0.3757,60892451.0,0.42459349999999935,False,19667369.5,0.3733,0.36485,0.358275,0.37129999999999996,0.3757,0.36907500000000004,0.36205,True,0.37464899999999984,0.005101937437195366,0.36491263128140233,0.36448515,True,1,0.37927887487439077,0.3927008169695136,False,False,True,False,59.907610680656695,1.3579817506508827,28.507456851268703,True,False,True,True,False,0.009181855557078305,0.013661934101259023,False,True,0.4033230100475615,0.11102308782160486,engulfing_rebond,1.0,XRP/USDT,2022-11-23 03:00:00+00:00,engulfing_rebond
7864,2022-11-24 16:00:00+00:00,0.3894,0.3953,0.3867,0.3923,28580508.0,4.0,4.0,4.0,4.0,4.0,2022-11-23 00:00:00+00:00,0.3758,0.3824,0.3682,0.3815,354058802.0,0.3922185000000001,0.37170000000000003,0.41300000000000003,0.46905,0.4355,0.3389,False,2022-11-24 12:00:00+00:00,0.3786,0.3939,0.3779,0.3894,87037244.0,0.4211199999999992,False,15137275.65,0.38475,0.3836,0.37477499999999997,0.36475,0.3923,0.384175,0.37944999999999995,True,0.37441199999999986,0.004817571661491782,0.3710428141692541,0.3832164,True,39,0.39381014332298353,0.40585807817726344,False,False,True,False,69.22503043311742,1.2280325418026465,21.477290271455082,True,True,False,True,True,0.015119916579770666,0.012085769980506936,False,True,0.08587880907664296,0.09908846379558833,engulfing_rebond,1.0,XRP/USDT,2022-11-24 17:00:00+00:00,engulfing_rebond
7972,2022-11-29 04:00:00+00:00,0.3841,0.3923,0.3839,0.3913,22653781.0,4.0,4.0,4.0,4.0,4.0,2022-11-28 00:00:00+00:00,0.3961,0.3991,0.373,0.3888,434930297.0,0.39032500000000003,0.38255,0.41300000000000003,0.474625,0.4403,0.3517,False,2022-11-29 00:00:00+00:00,0.3888,0.3896,0.3829,0.3841,75616712.0,0.4127794999999992,False,16994727.95,0.3876,0.38280000000000003,0.39,0.39380000000000004,0.3913,0.3852,0.3913,False,0.3843609999999999,0.00469106565288333,0.37978866717355836,0.3824172,True,0,0.40068213130576663,0.41332881505398716,False,False,True,False,56.78258035672843,1.198841209528068,20.46664158522628,True,False,False,True,True,0.0033960292580981393,0.009029927760577924,False,True,0.06371522858897545,0.07808561131413456,engulfing_rebond,1.0,XRP/USDT,2022-11-29 05:00:00+00:00,engulfing_rebond
7992,2022-11-30 00:00:00+00:00,0.3981,0.4087,0.3964,0.4068,30707862.0,4.0,4.0,4.0,4.0,4.0,2022-11-29 00:00:00+00:00,0.3888,0.4039,0.3829,0.3981,355638077.0,0.3902015000000001,0.38255,0.41300000000000003,0.47505000000000003,0.4403,0.3457,True,2022-11-29 20:00:00+00:00,0.3957,0.4039,0.3944,0.3981,61414318.0,0.4108644999999992,False,14403772.3,0.39749999999999996,0.39580000000000004,0.385425,0.3913,0.4068,0.39665,0.39085000000000003,True,0.38828850000000015,0.00486038969707431,0.3860912051514628,0.39540420000000004,True,7,0.4063707793941486,0.4156905599073232,True,False,True,False,70.99196572339021,1.1947860612277066,18.823725733416747,True,True,False,True,True,0.005811015664476929,0.001509433962264264,True,True,0.05557516367097387,0.09227062732927399,engulfing_rebond,1.0,XRP/USDT,2022-11-30 01:00:00+00:00,engulfing_rebond
8789,2023-01-02 05:00:00+00:00,0.328,0.3343,0.3275,0.3316,19926869.0,3.0,4.0,4.0,4.0,4.0,2023-01-01 00:00:00+00:00,0.3389,0.34,0.3354,0.3387,102026821.0,0.38574549999999985,0.3534,0.36450000000000005,0.381275,0.41300000000000003,0.4128,False,2023-01-02 00:00:00+00:00,0.3386,0.3395,0.3,0.3287,244189371.0,0.3684774999999993,False,16541754.5,0.31975,0.32,0.3407,0.3399,0.3316,0.319875,0.32265,False,0.34880549999999977,0.004141416840224948,0.2973292915798875,0.31968,True,0,0.3309328336804499,0.34233455221659587,False,False,True,False,40.394705136627046,1.2489194331197069,42.14648805658769,False,False,True,False,False,0.025000000000000022,0.025801407349491903,False,True,0.06973603494940751,0.12774296510422686,engulfing_rebond,1.0,XRP/USDT,2023-01-02 06:00:00+00:00,engulfing_rebond
10457,2023-03-12 17:00:00+00:00,0.3509,0.3589,0.3496,0.3575,27302130.0,4.0,4.0,4.0,4.0,4.0,2023-03-11 00:00:00+00:00,0.3699,0.3741,0.3582,0.3638,342981412.0,0.39751849999999983,0.37785,0.38144999999999996,0.39185000000000003,0.3665,0.5028,False,2023-03-12 12:00:00+00:00,0.3605,0.3607,0.3502,0.3524,77790035.0,0.38200249999999925,False,12342426.6,0.3543,0.35645,0.36519999999999997,0.37734999999999996,0.3575,0.355375,0.3607,False,0.37263700000000005,0.0036529178312722627,0.34477894108436385,0.35609355,True,0,0.3680058356625445,0.37679263447608147,False,False,True,False,45.633786966907195,1.021795197558675,27.502687774746335,False,False,True,False,False,0.015570206200028053,0.009596387242449942,False,True,0.04839791001190288,0.0740161094179832,engulfing_rebond,1.0,XRP/USDT,2023-03-12 18:00:00+00:00,engulfing_rebond
10500,2023-03-14 12:00:00+00:00,0.3677,0.3793,0.3656,0.3787,72357742.0,4.0,4.0,4.0,4.0,4.0,2023-03-13 00:00:00+00:00,0.3713,0.38,0.3553,0.3724,556402600.0,0.39776399999999973,0.37455,0.37815,0.39115,0.3665,0.5048,False,2023-03-14 08:00:00+00:00,0.368,0.3694,0.3647,0.3677,58586606.0,0.38031899999999935,False,17039614.4,0.372,0.36835,0.36250000000000004,0.36165,0.3787,0.37017500000000003,0.36365000000000003,True,0.3718010000000001,0.004235305669231087,0.36185294716538446,0.36798165,True,23,0.3786456113384622,0.38616126129585965,True,False,True,False,66.47654817440461,1.11838016087433,14.909463725374207,True,True,True,True,True,0.0017646260350209961,0.011559139784946158,True,True,0.3944240287574164,0.07488343714185326,engulfing_rebond,1.0,XRP/USDT,2023-03-14 13:00:00+00:00,engulfing_rebond
10663,2023-03-21 07:00:00+00:00,0.3836,0.3866,0.3778,0.3866,36439515.0,4.0,4.0,4.0,4.0,4.0,2023-03-20 00:00:00+00:00,0.3858,0.3913,0.3707,0.3734,443129416.0,0.3992204999999999,0.37365000000000004,0.37455,0.3892,0.3665,0.5192,False,2023-03-21 04:00:00+00:00,0.3817,0.3866,0.3778,0.3866,102363521.0,0.37909199999999904,True,20334982.3,0.37934999999999997,0.37865,0.3862,0.38455,0.3866,0.379,0.38534999999999997,False,0.37404699999999935,0.004459958274608656,0.37271862086269564,0.37827135,True,1,0.3942699165492173,0.4059805445555851,False,True,True,False,60.86404427441606,1.1536363876380382,22.878145428399257,True,True,False,True,True,0.013072758484088235,0.01120337419269812,False,True,0.07945154267834287,0.08666308160421397,engulfing_rebond,1.0,XRP/USDT,2023-03-21 08:00:00+00:00,engulfing_rebond
10776,2023-03-26 00:00:00+00:00,0.4429,0.4508,0.4403,0.4504,29655271.0,4.0,4.0,4.0,4.0,4.0,2023-03-25 00:00:00+00:00,0.426,0.465,0.4223,0.4429,635312958.0,0.40200349999999985,0.42745,0.42010000000000003,0.38995,0.3842,0.4752,True,2023-03-25 20:00:00+00:00,0.4497,0.4556,0.4401,0.4429,83287512.0,0.38544849999999914,True,27895388.2,0.45255,0.44365,0.42625,0.4313,0.4504,0.4481,0.43955,True,0.41373549999999937,0.0077087339931937665,0.43536543300340314,0.44320634999999997,True,21,0.46351746798638754,0.48524510611719723,False,False,True,False,55.26229114591421,1.7115306379204633,21.538546934311977,True,True,False,True,False,0.0016905218077312588,0.021323610650756806,True,True,0.04530850368663459,0.10663585815880183,engulfing_rebond,1.0,XRP/USDT,2023-03-26 01:00:00+00:00,engulfing_rebond
10802,2023-03-27 02:00:00+00:00,0.4444,0.454,0.4425,0.4522,26770061.0,4.0,3.0,4.0,4.0,4.0,2023-03-26 00:00:00+00:00,0.4429,0.4632,0.4403,0.4479,364479792.0,0.4025584999999999,0.431,0.42010000000000003,0.38995,0.3842,0.4491,True,2023-03-26 20:00:00+00:00,0.4478,0.4517,0.4418,0.4479,48734590.0,0.3870984999999992,True,15554646.45,0.4479,0.4525,0.4481,0.43955,0.4522,0.45020000000000004,0.44365,True,0.4229089999999994,0.005861702184310325,0.43798554890784486,0.4520475,True,1,0.46192340436862067,0.47678993483859405,True,False,True,False,54.3170520699189,1.2962631986533226,12.802408975093133,True,True,False,False,False,0.017900552486187837,0.00781424425094888,False,True,0.021708146516789168,0.07115523278449334,engulfing_rebond,1.0,XRP/USDT,2023-03-27 03:00:00+00:00,engulfing_rebond
11532,2023-04-26 12:00:00+00:00,0.473,0.4831,0.4728,0.4822,34107596.0,3.0,4.0,4.0,4.0,4.0,2023-04-25 00:00:00+00:00,0.461,0.4723,0.4506,0.4695,377056298.0,0.41447849999999997,0.4897,0.50215,0.48105,0.46614999999999995,0.4575,True,2023-04-26 08:00:00+00:00,0.4675,0.4749,0.4673,0.473,84970473.0,0.4974119999999997,False,16104683.9,0.47455,0.46695,0.456825,0.46630000000000005,0.4822,0.47075,0.46499999999999997,True,0.47642049999999997,0.004522754487674159,0.46380462275616297,0.46648304999999995,True,17,0.47979550897534834,0.4870417549336301,True,False,True,False,71.81200548612055,0.9379416191775527,19.81886824670921,True,True,False,True,True,0.012956419316843345,0.0032662522389633364,False,True,0.0635613397461851,0.07726880926726437,engulfing_rebond,1.0,XRP/USDT,2023-04-26 13:00:00+00:00,engulfing_rebond
11868,2023-05-10 12:00:00+00:00,0.4259,0.4335,0.4235,0.4314,27648319.0,4.0,4.0,4.0,4.0,4.0,2023-05-09 00:00:00+00:00,0.4283,0.4308,0.4202,0.4289,331497882.0,0.4129465,0.4412,0.47824999999999995,0.493825,0.46614999999999995,0.5359,True,2023-05-10 08:00:00+00:00,0.4257,0.427,0.4231,0.4259,46688512.0,0.4806234999999998,False,11830095.6,0.4283,0.42710000000000004,0.42384999999999995,0.43489999999999995,0.4314,0.4277,0.42374999999999996,True,0.45049800000000034,0.0037829050196385504,0.4203623474901807,0.4266729,True,0,0.4352658100392771,0.4440983347211307,False,False,True,False,57.36698667378539,0.8768903615295667,26.28331207923347,False,False,True,True,True,0.0028096464528214334,0.005603548914312429,True,True,0.0727054985763547,0.07276172925488396,engulfing_rebond,1.0,XRP/USDT,2023-05-10 13:00:00+00:00,engulfing_rebond
11908,2023-05-12 04:00:00+00:00,0.4173,0.4387,0.4165,0.4381,39682979.0,4.0,4.0,4.0,4.0,4.0,2023-05-11 00:00:00+00:00,0.4303,0.4305,0.4114,0.4207,288769811.0,0.412531,0.4403,0.47455,0.5003500000000001,0.46614999999999995,0.53,True,2023-05-12 00:00:00+00:00,0.4207,0.4229,0.4164,0.4173,41771988.0,0.4763739999999997,False,13482757.75,0.4271,0.42505,0.42522499999999996,0.42295,0.4381,0.426075,0.42505,True,0.443392,0.004883212054535077,0.4131255939727324,0.42462495,True,1,0.4358414241090701,0.4404557572167273,False,False,True,False,71.28022586160884,1.11463411425133,29.385514288915683,False,True,False,True,True,0.018233149041289212,0.022945446031374328,False,True,0.13861539999745695,0.11258844194043395,engulfing_rebond,1.0,XRP/USDT,2023-05-12 05:00:00+00:00,engulfing_rebond
11923,2023-05-12 19:00:00+00:00,0.4221,0.4254,0.4157,0.4247,30814584.0,4.0,4.0,4.0,4.0,4.0,2023-05-11 00:00:00+00:00,0.4303,0.4305,0.4114,0.4207,288769811.0,0.412531,0.4403,0.47455,0.5003500000000001,0.46614999999999995,0.53,True,2023-05-12 16:00:00+00:00,0.4242,0.4254,0.4157,0.4247,59730037.0,0.4747914999999997,False,18599617.85,0.42325,0.428,0.42135,0.42295,0.4247,0.42562500000000003,0.428,False,0.4407024999999999,0.0049085439482651665,0.41241432802586747,0.427572,True,1,0.43781708789653034,0.4506998520291201,False,True,True,False,50.031834425367094,1.1557673530174633,23.363423135285206,False,False,True,False,False,0.013785046728972001,0.0027170702894271466,True,True,0.044290126952795224,0.07539763480346386,engulfing_rebond,1.0,XRP/USDT,2023-05-12 20:00:00+00:00,engulfing_rebond
12086,2023-05-19 14:00:00+00:00,0.464,0.4739,0.4619,0.4714,30341026.0,3.0,4.0,4.0,4.0,4.0,2023-05-18 00:00:00+00:00,0.4485,0.473,0.443,0.4596,420292099.0,0.41158649999999986,0.4422,0.44845,0.503025,0.46614999999999995,0.5192,True,2023-05-19 08:00:00+00:00,0.4597,0.4661,0.4591,0.463,50843298.0,0.45950699999999933,True,13246508.45,0.4665,0.4612,0.45687500000000003,0.4452,0.4714,0.46385,0.4557,True,0.43447449999999976,0.004810906507414844,0.4557763467462926,0.4607388,True,66,0.47347181301482966,0.48246449657838764,False,False,True,False,64.50772094477529,1.0205571717044641,21.536340386777788,True,True,False,True,True,0.006071118820468397,0.005359056806002148,False,True,0.06651803414827331,0.07823783537492472,engulfing_rebond,1.0,XRP/USDT,2023-05-19 15:00:00+00:00,engulfing_rebond
12508,2023-06-06 04:00:00+00:00,0.5063,0.5142,0.5037,0.5121,18385849.0,4.0,4.0,4.0,4.0,4.0,2023-06-05 00:00:00+00:00,0.5359,0.5431,0.4867,0.509,616993814.0,0.4178994999999998,0.5084500000000001,0.4792,0.457425,0.47785,0.4732,True,2023-06-06 00:00:00+00:00,0.5089,0.5118,0.5024,0.5063,69319859.0,0.4644074999999993,True,27376634.85,0.50495,0.5136000000000001,0.534275,0.5307,0.5121,0.509275,0.51685,False,0.5120225000000003,0.007973060682038926,0.49740866965898045,0.5130864,True,0,0.5327961213640778,0.5557434036725173,False,False,True,False,46.23408160552412,1.5569343257252346,31.886943345611375,True,False,True,False,False,0.014213395638629446,0.002673532032874467,True,False,0.3921852358568361,0.11252185372984676,engulfing_rebond,1.0,XRP/USDT,2023-06-06 05:00:00+00:00,engulfing_rebond
13142,2023-07-02 14:00:00+00:00,0.4816,0.493,0.4815,0.4867,28177524.0,4.0,3.0,4.0,4.0,4.0,2023-07-01 00:00:00+00:00,0.473,0.476,0.464,0.4732,232549409.0,0.43176149999999963,0.4758,0.50755,0.49382500000000007,0.47850000000000004,0.7139,True,2023-07-02 08:00:00+00:00,0.4836,0.4837,0.4782,0.4794,29021838.0,0.4994679999999988,False,13013487.95,0.4844,0.4829,0.46802499999999997,0.46625,0.4867,0.48365,0.47295,True,0.4787094999999995,0.004990849045426691,0.47235297547728666,0.4824171,True,24,0.4936316980908534,0.5042007256292207,False,False,True,False,62.480799570011094,1.0254466910677402,24.456660563432646,True,True,True,True,True,0.002692068751294312,0.0057803468208092994,True,True,0.4073924795289614,0.08227919072850289,engulfing_rebond,1.0,XRP/USDT,2023-07-02 15:00:00+00:00,engulfing_rebond
13522,2023-07-18 10:00:00+00:00,0.7409,0.7599,0.7386,0.751,28391768.0,4.0,4.0,4.0,3.0,4.0,2023-07-17 00:00:00+00:00,0.7468,0.7662,0.7122,0.7374,608872143.0,0.4481664999999996,0.7001,0.69365,0.5107999999999999,0.4879,0.6276,True,2023-07-18 04:00:00+00:00,0.7383,0.7535,0.7304,0.7414,91719123.0,0.5181199999999986,True,24740595.05,0.74515,0.7392000000000001,0.75105,0.7455499999999999,0.751,0.742175,0.7511000000000001,False,0.6282894999999993,0.012294125083023993,0.722792137458488,0.7384608,True,0,0.775688250166048,0.8086568273701292,True,False,True,False,59.523029144678084,1.6370339657821562,18.319419838047477,True,True,True,True,True,0.0022997835497834463,0.0057035496208816695,True,True,0.3863537008209863,0.10361763926475465,engulfing_rebond,1.0,XRP/USDT,2023-07-18 11:00:00+00:00,engulfing_rebond
13581,2023-07-20 21:00:00+00:00,0.778,0.8037,0.776,0.8009,29172730.0,3.0,4.0,3.0,4.0,4.0,2023-07-19 00:00:00+00:00,0.778,0.8547,0.7685,0.8199,913495953.0,0.4527354999999996,0.7014,0.69365,0.50115,0.4879,0.6343,True,2023-07-20 16:00:00+00:00,0.7873,0.7967,0.7856,0.793,58130806.0,0.5420829999999986,True,28749993.55,0.79205,0.80995,0.8128500000000001,0.78345,0.8009,0.8009999999999999,0.80425,False,0.7235479999999987,0.014843351486651283,0.7620363242566743,0.80914005,True,0,0.8339367029733026,0.87272189262043,False,False,True,False,49.07250163875367,1.853333935154362,28.359069258272093,True,False,False,False,False,0.03944687943700219,0.017738779117479966,False,True,0.05491216678176311,0.12870331261119713,engulfing_rebond,1.0,XRP/USDT,2023-07-20 22:00:00+00:00,engulfing_rebond
13722,2023-07-26 18:00:00+00:00,0.6981,0.7192,0.6972,0.7142,46938243.0,4.0,4.0,4.0,4.0,4.0,2023-07-25 00:00:00+00:00,0.702,0.7163,0.6743,0.7089,393523223.0,0.4646754999999996,0.7645,0.6939,0.49789999999999995,0.4886,0.5384,True,2023-07-26 12:00:00+00:00,0.6977,0.7061,0.6965,0.7039,44148956.0,0.584505999999999,True,12959531.2,0.7071,0.70595,0.692275,0.7134,0.7142,0.706525,0.69675,True,0.752883499999998,0.007905893310957373,0.6896570533445212,0.70524405,True,1,0.7223367866219147,0.7363086562897705,True,False,True,False,61.38897541174513,1.1069578984818502,16.806503891441242,False,False,False,True,True,0.011119767688929687,0.01272804412388615,False,True,0.06558338445125596,0.07272614803219703,engulfing_rebond,1.0,XRP/USDT,2023-07-26 19:00:00+00:00,engulfing_rebond
13743,2023-07-27 15:00:00+00:00,0.7119,0.7328,0.7061,0.7215,50651016.0,4.0,4.0,4.0,4.0,4.0,2023-07-26 00:00:00+00:00,0.709,0.7313,0.6927,0.7161,369415295.0,0.4665349999999996,0.7645,0.69775,0.49789999999999995,0.4886,0.5245,True,2023-07-27 12:00:00+00:00,0.7162,0.7328,0.7061,0.7215,91006302.0,0.5911444999999991,True,14872749.45,0.7194499999999999,0.7139,0.7006,0.6953,0.7215,0.716675,0.7090000000000001,True,0.7469184999999976,0.008022047637012395,0.7006767761814938,0.7131860999999999,True,15,0.7327190952740248,0.7468014103531437,False,False,True,False,58.72820123447724,1.1118569143468322,20.422440266954514,False,True,False,True,True,0.00280151281692114,0.01049412745847515,True,True,0.06869252153673272,0.07508175479247302,engulfing_rebond,1.0,XRP/USDT,2023-07-27 16:00:00+00:00,engulfing_rebond
