pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees
XRP/USDT,489.73226,489.73226,953.9,2022-05-10 17:00:00+00:00,2022-05-10 21:40:00+00:00,0.5134,0.4984,0.001,0.001,280,-0.031156611211149585,-15.27365602,stop_loss,0.4878,-0.05,0.4984,-0.029406410855772558,0.498,0.5254,False,hammer_rebond,1.0,False,1652202000000,1652218800000,"[{'amount': 953.9, 'safe_price': 0.5134, 'ft_order_side': 'buy', 'order_filled_timestamp': 1652202000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 490.22199225999987}, {'amount': 953.9, 'safe_price': 0.4984, 'ft_order_side': 'sell', 'order_filled_timestamp': 1652218800000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 475.89918375999997}]",0.0
XRP/USDT,482.18598,482.18598,1130.3,2022-05-13 20:00:00+00:00,2022-05-14 11:10:00+00:00,0.4266,0.4105,0.001,0.001,910,-0.03966286877679282,-19.14400413,stop_loss,0.4053,-0.05,0.4105,-0.037914483442616276,0.4078,0.4413,False,hammer_rebond,1.0,False,1652472000000,1652526600000,"[{'amount': 1130.3, 'safe_price': 0.4266, 'ft_order_side': 'buy', 'order_filled_timestamp': 1652472000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 482.6681659799999}, {'amount': 1130.3, 'safe_price': 0.4105, 'ft_order_side': 'sell', 'order_filled_timestamp': 1652526600000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 464.4521381499999}]",0.0
BNB/USDT,331.858,331.858,1.46,2022-06-14 16:00:00+00:00,2022-06-15 04:05:00+00:00,227.3,214.35676376244655,0.001,0.001,725,-0.05882763518927179,-19.54194378,stop_loss,215.935,-0.05,214.35676376244655,-0.05694340623648686,214.3,228.4,False,hammer_rebond,1.0,False,1655222400000,1655265900000,"[{'amount': 1.46, 'safe_price': 227.3, 'ft_order_side': 'buy', 'order_filled_timestamp': 1655222400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 332.18985799999996}, {'amount': 1.46, 'safe_price': 214.35676376244655, 'ft_order_side': 'sell', 'order_filled_timestamp': 1655265900000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 313.27383596826513}]",0.0
LTC/USDT,284.61837,284.61837,6.243,2022-06-14 16:00:00+00:00,2022-06-15 08:00:00+00:00,45.59,42.56137754675275,0.001,0.001,960,-0.06829699871287453,-19.45801903,stop_loss,43.310500000000005,-0.05,42.56137754675275,-0.06643172742371684,42.32,46.68,False,hammer_rebond,1.0,False,1655222400000,1655280000000,"[{'amount': 6.243, 'safe_price': 45.59, 'ft_order_side': 'buy', 'order_filled_timestamp': 1655222400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 284.90298837}, {'amount': 6.243, 'safe_price': 42.56137754675275, 'ft_order_side': 'sell', 'order_filled_timestamp': 1655280000000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 265.9763907044018}]",0.0
XRP/USDT,452.24427,452.24427,1430.7,2022-06-19 17:00:00+00:00,2022-06-21 14:50:00+00:00,0.3161,0.3364,0.001,0.001,2750,0.062093869433318974,28.10967825,take_profit_1.5R,0.3003,-0.05,0.3035,-0.0401033292616505,0.3135,0.3374,False,hammer_rebond,1.0,False,1655658000000,1655823000000,"[{'amount': 1430.7, 'safe_price': 0.3161, 'ft_order_side': 'buy', 'order_filled_timestamp': 1655658000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 452.69651426999997}, {'amount': 1430.7, 'safe_price': 0.3364, 'ft_order_side': 'sell', 'order_filled_timestamp': 1655823000000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 481.7687674799999}]",0.0
ETH/USDT,467.279282,467.279282,0.4414,2022-07-03 06:00:00+00:00,2022-07-04 12:05:00+00:00,1058.63,1106.47,0.001,0.001,1805,0.04310218936670105,20.16090086,take_profit_1.5R,1005.6985000000001,-0.05,1031.2649199005086,-0.025849522590037588,1040.97,1110.03,False,hammer_rebond,1.0,False,1656828000000,1656936300000,"[{'amount': 0.4414, 'safe_price': 1058.63, 'ft_order_side': 'buy', 'order_filled_timestamp': 1656828000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 467.746561282}, {'amount': 0.4414, 'safe_price': 1106.47, 'ft_order_side': 'sell', 'order_filled_timestamp': 1656936300000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 488.88425385799997}]",0.0
ETH/USDT,281.75609,281.75609,0.2642,2022-07-13 15:00:00+00:00,2022-07-14 17:55:00+00:00,1066.45,1192.18,0.001,0.001,1615,0.11566226448769006,32.62113595,take_profit_1.5R,1013.1274999999999,-0.05,994.1862712281974,-0.06776100967865595,1049.21,1199.95,False,hammer_rebond,1.0,False,1657724400000,1657821300000,"[{'amount': 0.2642, 'safe_price': 1066.45, 'ft_order_side': 'buy', 'order_filled_timestamp': 1657724400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 282.03784609}, {'amount': 0.2642, 'safe_price': 1192.18, 'ft_order_side': 'sell', 'order_filled_timestamp': 1657821300000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 315.28892995599995}]",0.0
BTC/USDT,444.1469933,444.1469933,0.02269,2022-07-13 15:00:00+00:00,2022-07-15 08:35:00+00:00,19574.57,20878.9,0.001,0.001,2495,0.06450276640933812,28.67735847,take_profit_1.5R,18595.8415,-0.05,18733.34336459879,-0.042975484794874674,19230.0,20936.0,False,hammer_rebond,1.0,False,1657724400000,1657874100000,"[{'amount': 0.02269, 'safe_price': 19574.57, 'ft_order_side': 'buy', 'order_filled_timestamp': 1657724400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 444.59114029329993}, {'amount': 0.02269, 'safe_price': 20878.9, 'ft_order_side': 'sell', 'order_filled_timestamp': 1657874100000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 474.21598324099995}]",0.0
LTC/USDT,507.6192,507.6192,8.74,2022-07-18 14:00:00+00:00,2022-07-18 17:55:00+00:00,58.08,56.572259461705904,0.001,0.001,235,-0.027905854432806132,-14.17971305,stop_loss,55.175999999999995,-0.05,56.572259461705904,-0.025959720011950682,56.5,59.56,False,hammer_rebond,1.0,False,1658152800000,1658166900000,"[{'amount': 8.74, 'safe_price': 58.08, 'ft_order_side': 'buy', 'order_filled_timestamp': 1658152800000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 508.12681919999994}, {'amount': 8.74, 'safe_price': 56.572259461705904, 'ft_order_side': 'sell', 'order_filled_timestamp': 1658166900000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 494.9359892430049}]",0.0
ETH/USDT,232.466112,232.466112,0.1728,2022-07-16 22:00:00+00:00,2022-07-18 23:05:00+00:00,1345.29,1524.58,0.001,0.001,2945,0.13100809943637512,30.48539846,take_profit_1.5R,1278.0255,-0.05,1227.797485802172,-0.08733619829020345,1319.04,1550.0,False,hammer_rebond,1.0,False,1658008800000,1658185500000,"[{'amount': 0.1728, 'safe_price': 1345.29, 'ft_order_side': 'buy', 'order_filled_timestamp': 1658008800000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 232.69857811199998}, {'amount': 0.1728, 'safe_price': 1524.58, 'ft_order_side': 'sell', 'order_filled_timestamp': 1658185500000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 263.710871424}]",0.0
LTC/USDT,515.73144,515.73144,8.132,2022-07-29 02:00:00+00:00,2022-07-29 08:10:00+00:00,63.42,61.64132201826468,0.001,0.001,370,-0.02998797645092624,-15.48120802,stop_loss,60.249,-0.05,61.64132201826468,-0.028046010434174096,61.58,64.58,False,hammer_rebond,1.0,False,1659060000000,1659082200000,"[{'amount': 8.132, 'safe_price': 63.42, 'ft_order_side': 'buy', 'order_filled_timestamp': 1659060000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 516.24717144}, {'amount': 8.132, 'safe_price': 61.64132201826468, 'ft_order_side': 'sell', 'order_filled_timestamp': 1659082200000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 501.7684978831808}]",0.0
LTC/USDT,508.0713,508.0713,9.57,2022-09-21 20:00:00+00:00,2022-09-21 21:10:00+00:00,53.09,51.70942922894756,0.001,0.001,70,-0.02795039205712275,-14.21499282,stop_loss,50.4355,-0.05,51.70942922894756,-0.026004346789460175,51.64,53.42,False,hammer_rebond,1.0,False,1663790400000,1663794600000,"[{'amount': 9.57, 'safe_price': 53.09, 'ft_order_side': 'buy', 'order_filled_timestamp': 1663790400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 508.5793713}, {'amount': 9.57, 'safe_price': 51.70942922894756, 'ft_order_side': 'sell', 'order_filled_timestamp': 1663794600000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 495.35409695874915}]",0.0
BNB/USDT,507.872,507.872,1.888,2022-09-21 20:00:00+00:00,2022-09-21 22:15:00+00:00,269.0,260.5478471908483,0.001,0.001,135,-0.03335586590650859,-16.95745084,stop_loss,255.54999999999998,-0.05,260.5478471908483,-0.031420642413203304,260.3,269.7,False,hammer_rebond,1.0,False,1663790400000,1663798500000,"[{'amount': 1.888, 'safe_price': 269.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1663790400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 508.3798719999999}, {'amount': 1.888, 'safe_price': 260.5478471908483, 'ft_order_side': 'sell', 'order_filled_timestamp': 1663798500000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 492.40624983181783}]",0.0
BTC/USDT,492.6407325,492.6407325,0.02373,2022-11-04 14:00:00+00:00,2022-11-08 03:50:00+00:00,20760.25,20243.136755961074,0.001,0.001,5150,-0.02685704997652985,-13.24410765,stop_loss,19722.2375,-0.05,20243.136755961074,-0.02490881583983462,20219.53,21480.65,False,hammer_rebond,1.0,False,1667570400000,1667879400000,"[{'amount': 0.02373, 'safe_price': 20760.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1667570400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 493.13337323249993}, {'amount': 0.02373, 'safe_price': 20243.136755961074, 'ft_order_side': 'sell', 'order_filled_timestamp': 1667879400000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 480.8500048541752}]",0.0
BNB/USDT,143.034,143.034,0.465,2022-11-10 16:00:00+00:00,2022-11-17 09:30:00+00:00,307.6,265.81127169640655,0.001,0.001,9690,-0.13758068839448093,-19.6983949,stop_loss,292.22,-0.05,265.81127169640655,-0.13585412322364587,265.7,313.0,False,hammer_rebond,1.0,False,1668096000000,1668677400000,"[{'amount': 0.465, 'safe_price': 307.6, 'ft_order_side': 'buy', 'order_filled_timestamp': 1668096000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 143.177034}, {'amount': 0.465, 'safe_price': 265.81127169640655, 'ft_order_side': 'sell', 'order_filled_timestamp': 1668677400000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 123.72584358016786}]",0.0
BTC/USDT,294.7151634,294.7151634,0.01758,2022-11-14 09:00:00+00:00,2022-11-21 19:30:00+00:00,16764.23,15658.616207736068,0.001,0.001,10710,-0.06781699717116559,-20.0066841,stop_loss,15926.018499999998,-0.05,15658.616207736068,-0.06595076494798335,15639.77,17190.0,False,hammer_rebond,1.0,False,1668416400000,1669059000000,"[{'amount': 0.01758, 'safe_price': 16764.23, 'ft_order_side': 'buy', 'order_filled_timestamp': 1668416400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 295.0098785633999}, {'amount': 0.01758, 'safe_price': 15658.616207736068, 'ft_order_side': 'sell', 'order_filled_timestamp': 1669059000000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 275.55375140493203}]",0.0
XRP/USDT,183.9405,183.9405,493.8,2022-11-14 23:00:00+00:00,2022-12-19 18:50:00+00:00,0.3725,0.3332,0.001,0.001,50150,-0.1072905617872061,-19.75481466,stop_loss,0.3539,-0.05,0.3332,-0.10568737563539221,0.332,0.4194,False,hammer_rebond,1.0,False,1668466800000,1671475800000,"[{'amount': 493.8, 'safe_price': 0.3725, 'ft_order_side': 'buy', 'order_filled_timestamp': 1668466800000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 184.1244405}, {'amount': 493.8, 'safe_price': 0.3332, 'ft_order_side': 'sell', 'order_filled_timestamp': 1671475800000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 164.69869416}]",0.0
ETH/USDT,456.5586,456.5586,0.3306,2023-01-12 15:00:00+00:00,2023-01-12 17:40:00+00:00,1381.0,1431.46,0.001,0.001,160,0.03446773356108105,15.75227672,take_profit_1.5R,1311.95,-0.05,1352.4409805686414,-0.020679956141461675,1379.96,1432.79,False,hammer_rebond,1.0,False,1673535600000,1673545200000,"[{'amount': 0.3306, 'safe_price': 1381.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1673535600000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 457.01515859999995}, {'amount': 0.3306, 'safe_price': 1431.46, 'ft_order_side': 'sell', 'order_filled_timestamp': 1673545200000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 473.71391667599994}]",0.0
BNB/USDT,456.5808,456.5808,1.626,2023-01-12 15:00:00+00:00,2023-01-12 21:00:00+00:00,280.8,288.3,0.001,0.001,360,0.024658034273418887,11.2696434,take_profit_1.5R,266.76,-0.05,276.5717062005161,-0.015058026351438492,280.6,288.6,False,hammer_rebond,1.0,False,1673535600000,1673557200000,"[{'amount': 1.626, 'safe_price': 280.8, 'ft_order_side': 'buy', 'order_filled_timestamp': 1673535600000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 457.03738079999994}, {'amount': 1.626, 'safe_price': 288.3, 'ft_order_side': 'sell', 'order_filled_timestamp': 1673557200000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 469.24457579999995}]",0.0
XRP/USDT,366.94825,366.94825,934.9,2023-01-14 12:00:00+00:00,2023-01-18 16:20:00+00:00,0.3925,0.3724,0.001,0.001,6020,-0.05310587501670305,-19.50659501,stop_loss,0.3729,-0.05,0.3724,-0.05123737905410253,0.3655,0.4064,False,hammer_rebond,1.0,False,1673697600000,1674058800000,"[{'amount': 934.9, 'safe_price': 0.3925, 'ft_order_side': 'buy', 'order_filled_timestamp': 1673697600000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 367.31519825}, {'amount': 934.9, 'safe_price': 0.3724, 'ft_order_side': 'sell', 'order_filled_timestamp': 1674058800000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 348.50491675999996}]",0.0
BTC/USDT,457.9985196,457.9985196,0.01943,2023-02-01 21:00:00+00:00,2023-02-09 03:05:00+00:00,23571.72,22624.031874006065,0.001,0.001,10445,-0.0421221271522247,-19.31116375,stop_loss,22393.134000000002,-0.05,22624.031874006065,-0.040204453726496725,22424.48,24255.0,False,hammer_rebond,1.0,False,1675285200000,1675911900000,"[{'amount': 0.01943, 'safe_price': 23571.72, 'ft_order_side': 'buy', 'order_filled_timestamp': 1675285200000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 458.45651811959993}, {'amount': 0.01943, 'safe_price': 22624.031874006065, 'ft_order_side': 'sell', 'order_filled_timestamp': 1675911900000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 440.0245242512497}]",0.0
BTC/USDT,450.827204,450.827204,0.01835,2023-02-18 00:00:00+00:00,2023-02-20 01:15:00+00:00,24568.24,23843.39005035335,0.001,0.001,2955,-0.03144258973153008,-14.18934999,stop_loss,23339.828,-0.05,23843.39005035335,-0.029503535851434615,23840.83,25192.0,False,hammer_rebond,1.0,False,1676678400000,1676855700000,"[{'amount': 0.01835, 'safe_price': 24568.24, 'ft_order_side': 'buy', 'order_filled_timestamp': 1676678400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 451.278031204}, {'amount': 0.01835, 'safe_price': 23843.39005035335, 'ft_order_side': 'sell', 'order_filled_timestamp': 1676855700000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 437.963733631408}]",0.0
XRP/USDT,443.78642,443.78642,1150.6,2023-03-21 09:00:00+00:00,2023-03-21 13:20:00+00:00,0.3857,0.4043,0.001,0.001,260,0.0461296546336733,20.492186,take_profit_1.5R,0.3665,-0.05,0.3748,-0.02842107648152825,0.3852,0.4155,False,hammer_rebond,1.0,False,1679389200000,1679404800000,"[{'amount': 1150.6, 'safe_price': 0.3857, 'ft_order_side': 'buy', 'order_filled_timestamp': 1679389200000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 444.2302064199999}, {'amount': 1150.6, 'safe_price': 0.4043, 'ft_order_side': 'sell', 'order_filled_timestamp': 1679404800000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 465.65276757999993}]",0.0
BTC/USDT,443.5527537,443.5527537,0.01623,2023-03-18 02:00:00+00:00,2023-03-30 02:35:00+00:00,27329.19,29032.99,0.001,0.001,17315,0.06022103209272583,26.73791582,take_profit_1.5R,25962.730499999998,-0.05,26308.64433872234,-0.03734269699459292,26508.14,29160.0,False,hammer_rebond,1.0,False,1679104800000,1680143700000,"[{'amount': 0.01623, 'safe_price': 27329.19, 'ft_order_side': 'buy', 'order_filled_timestamp': 1679104800000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 443.9963064537}, {'amount': 0.01623, 'safe_price': 29032.99, 'ft_order_side': 'sell', 'order_filled_timestamp': 1680143700000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 471.67663312770003}]",0.0
LTC/USDT,384.2025,384.2025,4.125,2023-04-03 23:00:00+00:00,2023-04-16 15:40:00+00:00,93.14,100.99,0.001,0.001,18280,0.08211532937751534,31.58046375,take_profit_1.5R,88.48299999999999,-0.05,88.61062591120681,-0.04862974112940943,89.03,101.29,False,hammer_rebond,1.0,False,1680562800000,1681659600000,"[{'amount': 4.125, 'safe_price': 93.14, 'ft_order_side': 'buy', 'order_filled_timestamp': 1680562800000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 384.58670249999994}, {'amount': 4.125, 'safe_price': 100.99, 'ft_order_side': 'sell', 'order_filled_timestamp': 1681659600000, 'ft_is_entry': False, 'ft_order_tag': 'take_profit_1.5R', 'cost': 417.0003337499999}]",0.0
LTC/USDT,317.1025,317.1025,3.575,2023-04-26 22:00:00+00:00,2023-05-06 14:05:00+00:00,88.7,83.29894077177676,0.001,0.001,13925,-0.06276765137717039,-19.92368295,stop_loss,84.265,-0.05,83.29894077177676,-0.060891310352009564,80.56,91.64,False,hammer_rebond,1.0,False,1682546400000,1683381900000,"[{'amount': 3.575, 'safe_price': 88.7, 'ft_order_side': 'buy', 'order_filled_timestamp': 1682546400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 317.4196025}, {'amount': 3.575, 'safe_price': 83.29894077177676, 'ft_order_side': 'sell', 'order_filled_timestamp': 1683381900000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 298.091506972361}]",0.0
BTC/USDT,321.18968,321.18968,0.0112,2023-04-26 22:00:00+00:00,2023-05-10 17:20:00+00:00,28677.65,26954.67338180779,0.001,0.001,19880,-0.061958776603188596,-19.92042015,stop_loss,27243.7675,-0.05,26954.67338180779,-0.06008081618236549,26777.0,29969.39,False,hammer_rebond,1.0,False,1682546400000,1683739200000,"[{'amount': 0.0112, 'safe_price': 28677.65, 'ft_order_side': 'buy', 'order_filled_timestamp': 1682546400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 321.51086968}, {'amount': 0.0112, 'safe_price': 26954.67338180779, 'ft_order_side': 'sell', 'order_filled_timestamp': 1683739200000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 302.1942342181234}]",0.0
ETH/USDT,327.131922,327.131922,0.1742,2023-04-26 22:00:00+00:00,2023-05-12 02:55:00+00:00,1877.91,1767.0675306600133,0.001,0.001,21895,-0.06090444897196383,-19.94371324,stop_loss,1784.0145,-0.05,1767.0675306600133,-0.05902437781362624,1760.0,2019.0,False,hammer_rebond,1.0,False,1682546400000,1683860100000,"[{'amount': 0.1742, 'safe_price': 1877.91, 'ft_order_side': 'buy', 'order_filled_timestamp': 1682546400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 327.45905392199995}, {'amount': 0.1742, 'safe_price': 1767.0675306600133, 'ft_order_side': 'sell', 'order_filled_timestamp': 1683860100000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 308.13098700481527}]",0.0
LTC/USDT,453.16132,453.16132,4.804,2023-06-02 02:00:00+00:00,2023-06-05 13:00:00+00:00,94.33,91.85200399884482,0.001,0.001,4980,-0.028214952712171497,-12.79871114,stop_loss,89.61349999999999,-0.05,91.85200399884482,-0.02626943709482854,91.72,97.56,False,hammer_rebond,1.0,False,1685671200000,1685970000000,"[{'amount': 4.804, 'safe_price': 94.33, 'ft_order_side': 'buy', 'order_filled_timestamp': 1685671200000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 453.6144813199999}, {'amount': 4.804, 'safe_price': 91.85200399884482, 'ft_order_side': 'sell', 'order_filled_timestamp': 1685970000000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 441.6982842376609}]",0.0
XRP/USDT,446.8672,446.8672,838.4,2023-06-07 12:00:00+00:00,2023-06-07 15:55:00+00:00,0.533,0.5134,0.001,0.001,235,-0.03869751261871337,-17.30994176,stop_loss,0.5064,-0.05,0.5134,-0.036792357624069294,0.5129,0.5338,False,hammer_rebond,1.0,False,1686139200000,1686153300000,"[{'amount': 838.4, 'safe_price': 0.533, 'ft_order_side': 'buy', 'order_filled_timestamp': 1686139200000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 447.31406719999995}, {'amount': 838.4, 'safe_price': 0.5134, 'ft_order_side': 'sell', 'order_filled_timestamp': 1686153300000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 430.86499455999996}]",0.0
XRP/USDT,168.15304,168.15304,214.7,2023-07-14 04:00:00+00:00,2023-07-14 17:55:00+00:00,0.7832,0.7016,0.001,0.001,835,-0.10597778115653499,-17.83830656,stop_loss,0.7441,-0.05,0.7016,-0.1042496331842554,0.7011,0.8197,False,hammer_rebond,1.0,False,1689307200000,1689357300000,"[{'amount': 214.7, 'safe_price': 0.7832, 'ft_order_side': 'buy', 'order_filled_timestamp': 1689307200000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 168.32119304}, {'amount': 214.7, 'safe_price': 0.7016, 'ft_order_side': 'sell', 'order_filled_timestamp': 1689357300000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 150.78415352}]",0.0
XRP/USDT,231.74764,231.74764,402.2,2023-10-24 15:00:00+00:00,2023-10-27 17:05:00+00:00,0.5762,0.5335,0.001,0.001,4445,-0.07595615075656728,-17.62026134,stop_loss,0.5474,-0.05,0.5335,-0.07411684845540834,0.5325,0.5799,False,hammer_rebond,1.0,False,1698159600000,1698426300000,"[{'amount': 402.2, 'safe_price': 0.5762, 'ft_order_side': 'buy', 'order_filled_timestamp': 1698159600000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 231.97938764}, {'amount': 402.2, 'safe_price': 0.5335, 'ft_order_side': 'sell', 'order_filled_timestamp': 1698426300000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 214.78827369999996}]",0.0
XRP/USDT,223.10598,223.10598,308.2,2023-11-06 15:00:00+00:00,2023-11-07 00:30:00+00:00,0.7239,0.6693,0.001,0.001,570,-0.07727208556052319,-17.25710424,stop_loss,0.6878,-0.05,0.6693,-0.07542620699968527,0.65,0.7277,False,hammer_rebond,1.0,False,1699282800000,1699317000000,"[{'amount': 308.2, 'safe_price': 0.7239, 'ft_order_side': 'buy', 'order_filled_timestamp': 1699282800000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 223.32908597999997}, {'amount': 308.2, 'safe_price': 0.6693, 'ft_order_side': 'sell', 'order_filled_timestamp': 1699317000000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 206.48453825999997}]",0.0
BTC/USDT,412.07782,412.07782,0.011,2023-11-20 16:00:00+00:00,2023-11-21 14:55:00+00:00,37461.62,36489.04889625069,0.001,0.001,1375,-0.02790793074167219,-11.5117395,stop_loss,35588.539000000004,-0.05,36489.04889625069,-0.02596180047070329,36450.0,37750.0,False,hammer_rebond,1.0,False,1700496000000,1700578500000,"[{'amount': 0.011, 'safe_price': 37461.62, 'ft_order_side': 'buy', 'order_filled_timestamp': 1700496000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 412.48989782}, {'amount': 0.011, 'safe_price': 36489.04889625069, 'ft_order_side': 'sell', 'order_filled_timestamp': 1700578500000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 401.7809173966163}]",0.0
ETH/USDT,104.356931,104.356931,0.0511,2023-11-20 16:00:00+00:00,2023-11-21 15:00:00+00:00,2042.21,1977.7741116200373,0.001,0.001,1380,-0.033486999339990935,-3.49809508,stop_loss,1940.0995,-0.05,1977.7741116200373,-0.031552038419145334,1960.0,2066.4,False,hammer_rebond,1.0,False,1700496000000,1700578800000,"[{'amount': 0.0511, 'safe_price': 2042.21, 'ft_order_side': 'buy', 'order_filled_timestamp': 1700496000000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 104.46128793099999}, {'amount': 0.0511, 'safe_price': 1977.7741116200373, 'ft_order_side': 'sell', 'order_filled_timestamp': 1700578800000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 101.16532136088767}]",0.0
LTC/USDT,307.8478,307.8478,4.342,2023-11-09 19:00:00+00:00,2023-11-21 18:00:00+00:00,70.9,67.10286274473447,0.001,0.001,17220,-0.05544723425315718,-17.08637839,stop_loss,67.355,-0.05,67.10286274473447,-0.05355623773294127,67.01,76.79,False,hammer_rebond,1.0,False,1699556400000,1700589600000,"[{'amount': 4.342, 'safe_price': 70.9, 'ft_order_side': 'buy', 'order_filled_timestamp': 1699556400000, 'ft_is_entry': True, 'ft_order_tag': 'hammer_rebond', 'cost': 308.1556478}, {'amount': 4.342, 'safe_price': 67.10286274473447, 'ft_order_side': 'sell', 'order_filled_timestamp': 1700589600000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 291.6519906676746}]",0.0
